sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oNumDays
17-501280,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,28.00,371.00,9.00,5.00,182.00
17-501281,2,3863,CA,Reverse Mortgage - Title Only,Refinance,180000.00,2.00,36.00,515.00,21.00,8.00,45.00
17-501282,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,26.00,333.00,6.00,4.00,182.00
17-501283,2,3863,CA,Title & Sub-Escrow,Refinance,145706.00,1.00,63.00,863.00,18.00,19.00,76.00
17-501284,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,175552.71,1.00,23.00,467.00,14.00,8.00,87.00
17-501285,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,322746.71,2.00,36.00,733.00,26.00,13.00,87.00
17-501286,2,3860,CA,Title Only,Refinance,500000.00,1.00,35.00,431.00,18.00,8.00,45.00
17-501287,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,938523.98,4.00,18.00,445.00,18.00,5.00,87.00
17-501288,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,897452.59,7.00,19.00,517.00,18.00,10.00,87.00
17-501289,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,190979.26,1.00,18.00,393.00,13.00,5.00,87.00
17-501290,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,491210.35,2.00,14.00,361.00,11.00,3.00,87.00
17-501291,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,150533.55,5.00,14.00,402.00,18.00,3.00,87.00
17-501292,2,3860,TN,Title & Full Escrow,Refinance,255000.00,0.00,39.00,206.00,1.00,1.00,45.00
17-501293,2,3860,TN,Stand Alone Modification,Refinance,265000.00,0.00,199.00,2841.00,1.00,40.00,45.00
2301-200646,1,3863,CA,Title and Escrow,Reverse Mortgage,70330.00,1.00,88.00,1462.00,19.00,55.00,54.00
2301-200647,1,3863,NV,Title and Escrow,Reverse Mortgage,103224.00,0.00,74.00,1295.00,18.00,38.00,33.00
2301-200648,1,3860,PA,Title and Escrow,Reverse Mortgage,71680.00,1.00,77.00,1537.00,21.00,37.00,38.00
2301-200649,1,3860,ME,Title and Escrow,Reverse Mortgage,36856.00,0.00,92.00,1637.00,19.00,56.00,54.00
17-501294,2,3863,CA,Title Only,Refinance,91500.00,2.00,66.00,946.00,22.00,28.00,42.00
17-501295,2,3863,CA,LCP - Title Only,Refinance,13000.00,1.00,35.00,375.00,4.00,5.00,45.00
17-501296,2,3860,CT,Property Report / O&E & Full Escrow,Uninsured (Info Products),64750.00,1.00,75.00,994.00,5.00,26.00,52.00
17-501297,2,3863,CA,Title & Sub-Escrow,Refinance,121800.00,1.00,46.00,482.00,20.00,9.00,45.00
17-501298,2,3863,CA,Title & Sub-Escrow,Refinance,190949.00,0.00,29.00,235.00,1.00,4.00,45.00
17-501299,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),20000.00,1.00,40.00,537.00,4.00,13.00,53.00
17-501300,2,3860,UT,Title & Sub-Escrow,Refinance,201600.00,2.00,41.00,503.00,25.00,9.00,45.00
17-501302,2,3863,CA,Title & Full Escrow,Refinance,341250.00,1.00,68.00,1107.00,18.00,37.00,46.00
17-501303,2,3863,CA,Title & Full Escrow,Refinance,75000.00,1.00,64.00,810.00,21.00,19.00,45.00
17-501304,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),16000.00,1.00,40.00,528.00,4.00,14.00,46.00
17-501305,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.00,1.00,39.00,530.00,6.00,10.00,59.00
17-501306,2,3863,CA,LCP - Title Only,Refinance,36000.00,1.00,47.00,650.00,4.00,13.00,33.00
17-501307,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),60000.00,1.00,44.00,583.00,5.00,15.00,35.00
17-501308,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,3.00,38.00,553.00,10.00,15.00,46.00
17-501309,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),74850.00,1.00,42.00,556.00,4.00,12.00,27.00
17-501310,2,3860,UT,Title & Sub-Escrow,Refinance,148208.00,2.00,58.00,1099.00,27.00,36.00,94.00
17-501311,2,3860,CA,Title Only,Refinance,124400.00,1.00,48.00,571.00,22.00,20.00,45.00
2301-200651,1,3863,FL,Title and Escrow,Reverse Mortgage,188442.00,1.00,94.00,1816.00,28.00,63.00,48.00
17-501312,2,3863,CA,Title & Sub-Escrow,Refinance,1.00,0.00,30.00,478.00,10.00,4.00,45.00
17-501313,2,3863,CA,Title Only,Refinance,51500.00,0.00,48.00,698.00,18.00,20.00,19.00
17-501314,2,3863,CA,Title Only,Refinance,135000.00,1.00,64.00,856.00,18.00,25.00,54.00
2301-200653,1,3860,MO,Title and Escrow,Reverse Mortgage,37182.50,1.00,99.00,1803.00,23.00,78.00,94.00
17-501316,2,3863,CA,LCP - Title Only,Refinance,55000.00,0.00,38.00,502.00,4.00,13.00,31.00
2301-200654,1,3860,KS,Title and Escrow,Reverse Mortgage,300000.00,2.00,49.00,538.00,26.00,9.00,45.00
2301-200655,1,3863,CA,Title and Escrow,Reverse Mortgage,1141810.00,0.00,74.00,1141.00,16.00,35.00,39.00
17-501317,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,2.00,26.00,319.00,9.00,4.00,182.00
2301-200656,1,3860,UT,Title and Escrow,Reverse Mortgage,95000.00,1.00,57.00,696.00,24.00,15.00,45.00
17-501320,2,3863,CA,LCP - Title Only,Refinance,100.00,3.00,34.00,360.00,9.00,4.00,207.00
2301-200659,1,3863,CA,Title and Escrow,Reverse Mortgage,210960.00,1.00,77.00,1387.00,18.00,46.00,45.00
17-501321,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),68000.00,1.00,42.00,551.00,5.00,12.00,41.00
17-501322,2,3863,CA,Title Only,Refinance,402000.00,1.00,62.00,868.00,19.00,40.00,31.00
17-501323,2,3860,IN,Title & Full Escrow,Refinance,135001.00,2.00,112.00,1796.00,26.00,42.00,175.00
2301-200660,1,3863,CA,Title and Escrow,Reverse Mortgage,200000.00,2.00,51.00,525.00,21.00,10.00,45.00
17-501324,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),51800.00,1.00,44.00,610.00,6.00,11.00,31.00
2301-200661,1,3860,NY,Title and Escrow,Reverse Mortgage,580000.00,0.00,54.00,600.00,24.00,8.00,45.00
17-501326,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),16000.00,2.00,43.00,616.00,7.00,17.00,35.00
17-501327,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),150000.00,1.00,45.00,547.00,6.00,11.00,27.00
17-501329,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),40000.00,1.00,27.00,319.00,4.00,6.00,182.00
17-501330,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),167450.00,1.00,40.00,525.00,6.00,11.00,56.00
17-501331,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),40000.00,1.00,43.00,560.00,6.00,10.00,33.00
17-501332,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),25900.00,1.00,43.00,563.00,4.00,14.00,27.00
17-501333,2,3863,CA,Title & Full Escrow,Refinance,130777.00,1.00,78.00,971.00,17.00,23.00,48.00
17-501334,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),200000.00,1.00,45.00,562.00,6.00,9.00,26.00
17-501336,2,3863,CA,Title & Full Escrow,Refinance,277500.00,1.00,70.00,1000.00,18.00,20.00,63.00
2301-200665,1,3860,SC,Title and Escrow,Reverse Mortgage,249000.00,1.00,56.00,603.00,25.00,14.00,45.00
17-501337,2,3863,CA,Title & Sub-Escrow,Refinance,145000.00,1.00,54.00,732.00,18.00,13.00,81.00
17-501340,2,3863,NV,Title & Full Escrow,Refinance,114750.00,1.00,67.00,822.00,18.00,12.00,42.00
17-501341,2,3860,MA,Title & Full Escrow,Refinance,250000.00,1.00,96.00,1459.00,21.00,49.00,42.00
17-501342,2,3860,UT,Title & Full Escrow,Refinance,186762.00,2.00,76.00,1119.00,22.00,26.00,54.00
17-501344,2,3863,CA,LCP - Title Only,Refinance,65000.00,1.00,36.00,421.00,4.00,4.00,45.00
17-501345,2,3860,MI,Title & Sub-Escrow,Refinance,90000.00,2.00,90.00,1385.00,22.00,47.00,35.00
2301-200666,1,3863,CA,Title and Escrow,Reverse Mortgage,334642.50,1.00,74.00,1434.00,17.00,32.00,25.00
17-501346,2,3860,NJ,Title Only,Refinance,71250.00,0.00,35.00,531.00,12.00,13.00,45.00
2301-200668,1,3863,CA,Title and Escrow,Reverse Mortgage,352782.00,0.00,104.00,1642.00,17.00,64.00,54.00
17-501347,2,3863,CA,Title & Sub-Escrow,Refinance,100000.00,2.00,76.00,1197.00,23.00,24.00,32.00
2301-200671,1,3860,TN,Title and Escrow,Reverse Mortgage,100000.00,0.00,48.00,480.00,22.00,7.00,45.00
17-501348,2,3863,CA,LCP - Title Only,Refinance,64665.00,1.00,46.00,735.00,4.00,12.00,73.00
2301-200672,1,3863,AZ,Title and Escrow,Reverse Mortgage,174225.00,1.00,73.00,1421.00,20.00,37.00,47.00
17-501349,2,3863,CA,LCP - Title Only,Refinance,60000.00,0.00,33.00,362.00,3.00,6.00,45.00
2301-200673,1,3863,TX,Title and Escrow,Reverse Mortgage,100000.00,1.00,64.00,735.00,8.00,17.00,45.00
2301-200674,1,3860,CO,Title and Escrow,Reverse Mortgage,141360.00,1.00,91.00,1321.00,20.00,25.00,17.00
2301-200675,1,3863,TX,Title and Escrow,Reverse Mortgage,275000.00,1.00,75.00,1696.00,8.00,34.00,40.00
17-501350,2,3863,CA,LCP - Title Only,Refinance,35000.00,2.00,48.00,732.00,7.00,21.00,41.00
2301-200676,1,3863,CA,Title and Escrow,Reverse Mortgage,253000.00,0.00,66.00,1118.00,15.00,38.00,68.00
17-501351,2,3863,CA,LCP - Title Only,Refinance,55000.00,0.00,51.00,919.00,5.00,20.00,33.00
2301-200679,1,3863,CA,Title and Escrow,Reverse Mortgage,239330.00,2.00,77.00,1196.00,18.00,36.00,48.00
2301-200681,1,3860,IL,Title and Escrow,Reverse Mortgage,200000.00,1.00,57.00,716.00,25.00,20.00,45.00
17-501353,2,3863,CA,Title Only,Refinance,267200.00,1.00,91.00,1305.00,18.00,54.00,32.00
17-501354,2,3860,UT,Title & Sub-Escrow,Refinance,115500.00,1.00,66.00,1053.00,26.00,31.00,45.00
17-501355,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,33.00,389.00,4.00,4.00,45.00
17-501356,2,3863,FL,Title Only,Refinance,64648.00,2.00,73.00,866.00,34.00,25.00,78.00
2301-200682,1,3860,WI,Title and Escrow,Reverse Mortgage,118524.00,0.00,100.00,1549.00,18.00,60.00,79.00
17-501357,2,3863,CA,LCP & Sub-Escrow,Refinance,23000.00,1.00,49.00,627.00,5.00,9.00,31.00
17-501358,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,33.00,393.00,4.00,4.00,45.00
17-501359,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,232984.48,1.00,18.00,424.00,15.00,7.00,84.00
2301-200683,1,3860,MS,Title and Escrow,Reverse Mortgage,90000.00,0.00,47.00,382.00,1.00,9.00,45.00
17-501360,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,512799.26,2.00,14.00,370.00,12.00,3.00,84.00
17-501361,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,34.00,354.00,4.00,6.00,45.00
17-501362,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,208024.99,5.00,22.00,499.00,24.00,7.00,84.00
17-501363,2,3863,CA,Title & Full Escrow,Refinance,566000.00,1.00,88.00,1309.00,21.00,33.00,51.00
17-501364,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,358990.01,3.00,27.00,525.00,21.00,11.00,84.00
17-501365,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,1370000.00,6.00,19.00,447.00,18.00,7.00,84.00
17-501366,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,269390.21,3.00,18.00,434.00,16.00,5.00,84.00
17-501367,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,746885.34,3.00,14.00,384.00,13.00,3.00,84.00
17-501368,2,3863,CA,Title Only,Refinance,163817.00,2.00,68.00,973.00,21.00,29.00,57.00
17-501369,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,1085673.96,3.00,14.00,384.00,13.00,3.00,84.00
17-501370,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,743102.07,1.00,19.00,404.00,10.00,7.00,84.00
17-501371,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,237989.41,0.00,12.00,243.00,0.00,4.00,45.00
17-501373,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,551005.65,3.00,30.00,593.00,18.00,12.00,84.00
17-501374,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,349890.40,3.00,32.00,730.00,24.00,15.00,84.00
17-501375,2,3860,AL,Reverse Mortgage - Title Only,Refinance,75000.00,2.00,39.00,664.00,25.00,20.00,45.00
17-501376,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,175587.31,1.00,14.00,380.00,12.00,5.00,84.00
17-501377,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,173391.34,2.00,29.00,590.00,20.00,12.00,84.00
17-501378,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,245094.69,2.00,16.00,375.00,13.00,7.00,84.00
17-501379,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,206799.44,3.00,18.00,462.00,10.00,16.00,84.00
17-501380,2,3860,TN,Title Only,Refinance,99000.00,1.00,37.00,556.00,26.00,19.00,45.00
17-501381,2,3863,CA,Title Only,Refinance,30000.00,0.00,64.00,1197.00,17.00,47.00,30.00
17-501382,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,115658.82,2.00,16.00,346.00,10.00,5.00,84.00
17-501383,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,16486.45,1.00,16.00,353.00,10.00,5.00,84.00
17-501384,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,126885.08,1.00,16.00,358.00,9.00,6.00,84.00
2301-200684,1,3860,NC,Title and Escrow,Reverse Mortgage,31560.00,0.00,80.00,1651.00,20.00,39.00,37.00
17-501385,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,37.00,547.00,4.00,15.00,43.00
17-501386,2,3863,CA,Title Only,Refinance,252500.00,0.00,28.00,212.00,1.00,4.00,45.00
2301-200685,1,3863,CA,Title and Escrow,Reverse Mortgage,196560.00,1.00,69.00,1100.00,16.00,29.00,21.00
2301-200687,1,3860,PA,Title and Escrow,Reverse Mortgage,114660.00,2.00,80.00,1594.00,30.00,39.00,23.00
2301-200688,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.00,1.00,47.00,374.00,17.00,6.00,45.00
17-501388,2,3863,NV,Title & Sub-Escrow,Refinance,175932.00,1.00,63.00,1112.00,20.00,35.00,30.00
17-501389,2,3863,CA,Title & Sub-Escrow,Refinance,289000.00,1.00,61.00,955.00,18.00,27.00,53.00
17-501390,2,3863,CA,LCP - Title Only,Refinance,150000.00,1.00,38.00,517.00,4.00,18.00,32.00
17-501391,2,3863,CA,Title Only,Refinance,269230.00,1.00,67.00,856.00,18.00,29.00,46.00
17-501392,2,3863,CA,LCP - Title Only,Refinance,50000.00,2.00,38.00,622.00,6.00,20.00,60.00
17-501393,2,3860,MI,Title & Full Escrow,Refinance,364000.00,1.00,74.00,1187.00,29.00,39.00,56.00
17-501394,2,3860,IA,Reverse Mortgage - Title & Full Escrow,Refinance,75000.00,0.00,40.00,288.00,1.00,3.00,45.00
17-501395,2,3863,CA,LCP & Sub-Escrow,Refinance,70000.00,1.00,55.00,992.00,6.00,16.00,67.00
2301-200690,1,3863,FL,Title and Escrow,Reverse Mortgage,161214.00,1.00,116.00,1828.00,29.00,61.00,70.00
17-501396,2,3863,CA,LCP - Title Only,Refinance,10000.00,1.00,39.00,512.00,4.00,16.00,35.00
2301-200691,1,3863,CA,Title and Escrow,Reverse Mortgage,361875.00,1.00,92.00,1437.00,17.00,48.00,67.00
17-501397,2,3863,CA,Legal & Vesting - Title Only,Uninsured (Info Products),25350.67,0.00,37.00,486.00,0.00,6.00,35.00
2301-200692,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.00,5.00,50.00,543.00,21.00,13.00,45.00
17-501398,2,3863,CA,LCP - Title Only,Refinance,36165.00,1.00,47.00,708.00,4.00,14.00,30.00
17-501399,2,3863,CA,LCP - Title Only,Refinance,100000.00,1.00,38.00,524.00,5.00,16.00,17.00
17-501400,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),67900.00,1.00,45.00,580.00,6.00,12.00,18.00
17-501401,2,3860,CO,Property Report / O&E & Full Escrow,Uninsured (Info Products),76650.00,2.00,65.00,828.00,6.00,20.00,42.00
17-501402,2,3863,CA,Title Only,Refinance,126000.00,0.00,49.00,680.00,18.00,18.00,36.00
17-501403,2,3863,CA,Title & Sub-Escrow,Refinance,228020.00,2.00,57.00,828.00,20.00,18.00,84.00
17-501404,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,45.00,586.00,4.00,16.00,46.00
17-501405,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,43.00,565.00,6.00,15.00,32.00
17-501406,2,3860,OR,Property Report / O&E & Full Escrow,Uninsured (Info Products),149000.00,2.00,66.00,861.00,5.00,22.00,46.00
2301-200694,1,3863,CA,Title and Escrow,Reverse Mortgage,297982.50,1.00,94.00,1952.00,23.00,81.00,42.00
2301-200695,1,3860,NY,Title and Escrow,Reverse Mortgage,332140.50,1.00,106.00,1820.00,20.00,62.00,39.00
17-501407,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.00,2.00,29.00,365.00,8.00,5.00,179.00
2301-200696,1,3860,UT,Title and Escrow,Reverse Mortgage,143000.00,1.00,62.00,789.00,19.00,26.00,45.00
17-501408,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),175900.00,2.00,77.00,974.00,9.00,30.00,32.00
17-501409,2,3863,CA,Title & Sub-Escrow,Refinance,495000.00,2.00,75.00,1073.00,20.00,30.00,115.00
2301-200697,1,3863,CA,Title and Escrow,Conventional - Refinance,231000.00,2.00,66.00,1271.00,17.00,42.00,49.00
17-501410,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),120000.00,1.00,45.00,594.00,6.00,14.00,32.00
17-501411,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,2.00,26.00,301.00,7.00,4.00,179.00
2301-200698,1,3863,NV,Title and Escrow,Reverse Mortgage,106425.00,0.00,77.00,1503.00,18.00,39.00,32.00
2301-200699,1,3863,CA,Title and Escrow,Reverse Mortgage,99360.00,1.00,93.00,1757.00,19.00,65.00,44.00
2301-200700,1,3863,CA,Title and Escrow,Reverse Mortgage,320000.00,2.00,75.00,863.00,18.00,39.00,45.00
17-501414,2,3863,FL,Title & Full Escrow,Refinance,153600.00,2.00,81.00,1016.00,35.00,20.00,51.00
17-501418,2,3863,AZ,Title & Full Escrow,Refinance,116500.00,1.00,91.00,1148.00,20.00,24.00,73.00
17-501419,2,3863,CA,Title & Full Escrow,Refinance,277500.00,1.00,64.00,877.00,17.00,14.00,45.00
17-501420,2,3863,CA,Title Only,Refinance,218080.00,1.00,49.00,644.00,18.00,15.00,204.00
17-501421,2,3860,UT,Title & Full Escrow,Refinance,166500.00,1.00,69.00,945.00,23.00,20.00,29.00
2301-200701,1,3860,MD,Title and Escrow,Reverse Mortgage,250000.00,0.00,37.00,287.00,1.00,6.00,45.00
17-501422,2,3863,CA,LCP & Sub-Escrow,Refinance,23000.00,2.00,62.00,1012.00,5.00,16.00,73.00
2301-200702,1,3863,CA,Title and Escrow,Reverse Mortgage,359662.50,1.00,68.00,1194.00,18.00,38.00,30.00
17-501424,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),75000.00,1.00,38.00,513.00,6.00,9.00,16.00
2301-200704,1,3860,MO,Title and Escrow,Reverse Mortgage,75000.00,0.00,45.00,311.00,1.00,7.00,45.00
2301-200705,1,3860,OH,Title and Escrow,Reverse Mortgage,128900.00,1.00,57.00,866.00,31.00,17.00,45.00
2301-200706,1,3863,CA,Title and Escrow,Reverse Mortgage,388435.50,2.00,74.00,1303.00,23.00,40.00,35.00
17-501425,2,3863,CA,Title Only,Refinance,130000.00,2.00,32.00,380.00,19.00,5.00,45.00
17-501426,2,3863,CA,LCP - Title Only,Refinance,100.00,6.00,32.00,364.00,13.00,4.00,219.00
2301-200707,1,29189,VT,Title and Escrow,Reverse Mortgage,72078.00,0.00,82.00,1621.00,4.00,64.00,120.00
2301-200708,1,3863,CA,Title and Escrow,Reverse Mortgage,255060.00,1.00,87.00,1392.00,17.00,39.00,50.00
2301-200709,1,3863,CA,Title and Escrow,Reverse Mortgage,346527.00,1.00,74.00,1264.00,17.00,38.00,121.00
2301-200710,1,3860,IN,Title and Escrow,Reverse Mortgage,89262.00,5.00,97.00,1834.00,27.00,56.00,142.00
17-501427,2,3863,CA,LCP - Title Only,Refinance,10000.00,1.00,49.00,708.00,4.00,14.00,49.00
17-501428,2,3863,CA,LCP - Title Only,Refinance,75000.00,0.00,33.00,346.00,4.00,4.00,45.00
17-501429,2,3863,CA,LCP - Title Only,Refinance,75000.00,0.00,30.00,334.00,4.00,5.00,45.00
2301-200712,1,3863,CA,Title and Escrow,Reverse Mortgage,412830.00,0.00,97.00,1586.00,16.00,58.00,44.00
17-501430,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,43.00,686.00,4.00,11.00,38.00
2301-200714,1,3863,TX,Title and Escrow,Reverse Mortgage,85722.00,1.00,97.00,1466.00,6.00,32.00,51.00
17-501431,2,3863,CA,LCP & Sub-Escrow,Refinance,50000.00,1.00,46.00,591.00,4.00,20.00,17.00
17-501434,2,3863,CA,Title & Sub-Escrow,Refinance,590000.00,2.00,38.00,487.00,24.00,9.00,45.00
17-501435,2,3860,UT,Title & Sub-Escrow,Refinance,118033.00,6.00,35.00,562.00,30.00,7.00,45.00
17-501436,2,3863,CA,LCP - Title Only,Refinance,60000.00,1.00,55.00,758.00,4.00,27.00,30.00
17-501437,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),125000.00,2.00,40.00,546.00,7.00,15.00,67.00
17-501438,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),160000.00,3.00,27.00,326.00,7.00,6.00,179.00
17-501439,2,3863,CA,Property Report / O&E & Full Escrow,Uninsured (Info Products),176500.00,2.00,69.00,865.00,8.00,21.00,36.00
17-501440,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),84800.00,1.00,40.00,538.00,3.00,13.00,67.00
17-501441,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),35000.00,2.00,30.00,320.00,6.00,4.00,179.00
17-501442,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),60000.00,1.00,42.00,563.00,4.00,15.00,38.00
17-501443,2,3863,CA,LCP - Title Only,Refinance,25000.00,1.00,46.00,654.00,5.00,17.00,32.00
17-501444,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.00,1.00,42.00,547.00,3.00,16.00,43.00
17-501445,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),75000.00,1.00,27.00,306.00,6.00,4.00,179.00
17-501446,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,42.00,587.00,4.00,18.00,49.00
17-501447,2,3863,CA,LCP & Sub-Escrow,Refinance,40000.00,0.00,64.00,1045.00,5.00,22.00,84.00
17-501448,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),69300.00,2.00,43.00,582.00,6.00,15.00,35.00
17-501449,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,40.00,578.00,6.00,12.00,21.00
17-501450,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),90000.00,2.00,39.00,567.00,5.00,16.00,43.00
17-501451,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),70900.00,1.00,51.00,675.00,4.00,18.00,45.00
17-501452,2,3860,GA,Property Report / O&E & Full Escrow,Uninsured (Info Products),35000.00,1.00,78.00,1055.00,5.00,25.00,45.00
17-501453,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),40000.00,1.00,26.00,320.00,5.00,4.00,179.00
17-501454,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),244500.00,1.00,42.00,571.00,4.00,12.00,24.00
2301-200716,1,3863,AZ,Title and Escrow,Reverse Mortgage,42500.00,1.00,78.00,1245.00,21.00,32.00,55.00
17-501455,2,3863,CA,Title & Sub-Escrow,Refinance,97000.00,1.00,34.00,381.00,19.00,4.00,45.00
17-501456,2,3860,CA,Title & Sub-Escrow,Refinance,102000.00,0.00,25.00,262.00,2.00,6.00,45.00
17-501457,2,3863,CA,Title Only,Refinance,251500.00,1.00,91.00,1122.00,18.00,42.00,51.00
17-501459,2,3860,SC,Title & Sub-Escrow,Refinance,50873.00,2.00,65.00,1301.00,25.00,49.00,51.00
2301-200717,1,3860,VA,Title and Escrow,Reverse Mortgage,404073.00,3.00,108.00,1780.00,26.00,61.00,37.00
2301-200718,1,3860,MO,Title and Escrow,Reverse Mortgage,220000.00,0.00,43.00,240.00,2.00,4.00,45.00
2301-200719,1,3860,CO,Title and Escrow,Reverse Mortgage,350000.00,2.00,52.00,569.00,22.00,12.00,45.00
