sFileNumber,vCoverageType,vProduct,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-503019,3860,Property Report / O&E - Title Only,11700.00,1.00,46.00,674.00,5.00,15.00,0.00,42.00
17-503020,3860,Property Report / O&E - Title Only,80050.00,2.00,43.00,529.00,5.00,15.00,0.00,32.00
17-503021,3863,Title & Sub-Escrow,200000.00,0.00,35.00,392.00,19.00,4.00,1.00,45.00
17-503022,3860,Property Report / O&E - Title Only,30000.00,1.00,42.00,544.00,4.00,13.00,0.00,41.00
2301-201502,3863,Title and Escrow,100000.00,0.00,40.00,298.00,2.00,4.00,1.00,45.00
17-503023,3860,Property Report / O&E - Title Only,40000.00,1.00,47.00,542.00,4.00,11.00,0.00,26.00
2301-201503,3863,Title and Escrow,500000.00,0.00,50.00,335.00,1.00,6.00,1.00,45.00
2301-201504,3860,Title and Escrow,430000.00,0.00,55.00,657.00,21.00,9.00,1.00,45.00
2301-201505,3863,Title and Escrow,100000.00,0.00,42.00,326.00,1.00,7.00,1.00,45.00
2301-201506,3860,Title and Escrow,82000.00,0.00,73.00,823.00,19.00,26.00,1.00,45.00
2301-201508,3863,Title and Escrow,100000.00,0.00,39.00,274.00,1.00,2.00,1.00,45.00
17-503024,3863,Property Report / O&E - Title Only,250000.00,3.00,40.00,558.00,8.00,11.00,0.00,35.00
17-503025,3863,LCP - Title Only,22250.00,1.00,43.00,606.00,5.00,11.00,0.00,34.00
2301-201509,3863,Title and Escrow,100000.00,0.00,39.00,306.00,1.00,2.00,1.00,45.00
17-503027,3863,LCP - Title Only,100.00,7.00,30.00,385.00,14.00,3.00,0.00,180.00
17-503028,3860,Property Report / O&E - Title Only,90200.00,1.00,42.00,564.00,4.00,11.00,0.00,32.00
17-503029,3860,Property Report / O&E - Title Only,75000.00,1.00,27.00,323.00,4.00,4.00,0.00,155.00
17-503030,3863,Property Report / O&E - Title Only,49900.00,1.00,40.00,535.00,6.00,10.00,0.00,41.00
2301-201510,3863,Title and Escrow,111510.00,3.00,104.00,1850.00,26.00,64.00,0.00,41.00
17-503031,3863,LCP - Title Only,75000.00,1.00,41.00,607.00,4.00,10.00,0.00,48.00
2301-201511,3860,Title and Escrow,125000.00,3.00,50.00,576.00,26.00,14.00,1.00,45.00
17-503032,3863,LCP & Sub-Escrow,40000.00,1.00,42.00,502.00,4.00,11.00,0.00,19.00
17-503033,3863,LCP - Title Only,17000.00,1.00,58.00,727.00,4.00,16.00,0.00,32.00
17-503035,3860,Property Report / O&E - Title Only,1.00,2.00,26.00,374.00,6.00,9.00,0.00,155.00
2301-201512,3860,Title and Escrow,75000.00,2.00,52.00,536.00,23.00,7.00,1.00,45.00
17-503036,3863,Title & Full Escrow,650000.00,2.00,71.00,948.00,21.00,17.00,0.00,27.00
17-503037,3863,Title & Full Escrow,73700.00,1.00,45.00,411.00,17.00,4.00,1.00,45.00
2301-201513,3860,Title and Escrow,64044.00,1.00,76.00,1434.00,18.00,45.00,0.00,46.00
17-503040,3863,Title Only,117890.00,1.00,51.00,1051.00,18.00,28.00,0.00,33.00
2301-201514,3863,Title and Escrow,246095.00,1.00,88.00,1360.00,19.00,53.00,0.00,155.00
17-503041,3860,Title Only,613500.00,1.00,49.00,865.00,22.00,25.00,0.00,102.00
17-503042,3863,Title & Sub-Escrow,200000.00,2.00,60.00,1003.00,20.00,24.00,0.00,29.00
2301-201515,3863,Title and Escrow,191100.00,1.00,67.00,1350.00,17.00,52.00,0.00,46.00
17-503044,3863,Title Only,373000.00,1.00,32.00,391.00,18.00,5.00,1.00,45.00
2301-201517,3863,Title and Escrow,236000.00,0.00,52.00,540.00,16.00,12.00,1.00,45.00
2301-201518,3863,Title and Escrow,332140.50,2.00,84.00,1362.00,20.00,37.00,0.00,18.00
17-503046,3860,Title & Sub-Escrow,172000.00,1.00,67.00,1115.00,23.00,27.00,0.00,60.00
2301-201520,3860,Title and Escrow,145500.00,2.00,53.00,725.00,28.00,17.00,1.00,45.00
17-503047,3863,LCP & Sub-Escrow,150000.00,2.00,39.00,583.00,6.00,18.00,1.00,45.00
17-503048,3863,LCP - Title Only,100.00,3.00,31.00,382.00,15.00,2.00,0.00,180.00
2301-201522,3863,Title and Escrow,107000.00,0.00,78.00,1252.00,29.00,32.00,0.00,62.00
17-503049,3863,LCP & Sub-Escrow,50000.00,1.00,41.00,597.00,4.00,15.00,0.00,12.00
17-503052,3863,Title & Full Escrow,111343.00,1.00,79.00,1064.00,31.00,18.00,0.00,89.00
17-503053,3860,Title & Full Escrow,396000.00,2.00,71.00,1060.00,25.00,22.00,0.00,46.00
17-503055,3863,LCP - Title Only,60000.00,1.00,44.00,605.00,4.00,9.00,0.00,18.00
17-503056,3863,Title Only,188000.00,2.00,35.00,500.00,25.00,12.00,1.00,45.00
17-503057,3863,Property Report / O&E - Title Only,1.00,1.00,26.00,300.00,8.00,4.00,0.00,155.00
17-503058,3860,Title & Full Escrow,131859.00,1.00,72.00,924.00,21.00,15.00,0.00,29.00
17-503059,3863,Title & Full Escrow,154000.00,4.00,47.00,562.00,21.00,13.00,1.00,45.00
17-503060,3860,Title & Full Escrow,218065.00,1.00,76.00,1099.00,21.00,26.00,0.00,57.00
17-503061,3863,Title & Full Escrow,149794.00,2.00,67.00,904.00,19.00,15.00,0.00,28.00
17-503062,3863,Title & Full Escrow,248000.00,1.00,78.00,1009.00,20.00,21.00,0.00,55.00
17-503063,3863,Title Only,20000.00,0.00,55.00,1022.00,17.00,22.00,0.00,32.00
2301-201525,3860,Title and Escrow,49590.00,0.00,85.00,1682.00,21.00,51.00,0.00,27.00
17-503064,3863,LCP & Sub-Escrow,19000.00,1.00,44.00,581.00,4.00,18.00,0.00,28.00
2301-201527,3863,Title and Escrow,141240.00,0.00,74.00,1235.00,17.00,33.00,0.00,49.00
17-503065,3860,Property Report / O&E - Title Only,150000.00,1.00,41.00,545.00,4.00,12.00,0.00,28.00
17-503066,3863,Title Only,75000.00,0.00,49.00,699.00,19.00,17.00,0.00,14.00
17-503067,3860,Title & Sub-Escrow,400000.00,1.00,74.00,1272.00,22.00,48.00,0.00,56.00
2301-201531,3863,Title and Escrow,375300.00,1.00,73.00,1277.00,18.00,37.00,0.00,18.00
17-503068,3860,TSG - Trustee Sale Guarantee,199547.48,2.00,34.00,790.00,16.00,25.00,0.00,59.00
17-503069,3863,Reverse Mortgage - Title Only,262250.00,2.00,78.00,1554.00,21.00,39.00,0.00,59.00
17-503070,3863,Title & Sub-Escrow,170940.00,1.00,94.00,1468.00,22.00,49.00,0.00,60.00
17-503071,3863,Title Only,165300.00,1.00,42.00,586.00,18.00,17.00,1.00,45.00
2301-201532,3860,Title and Escrow,115000.00,2.00,50.00,603.00,22.00,11.00,1.00,45.00
2301-201533,29189,Title and Escrow,85072.50,0.00,71.00,1328.00,3.00,42.00,0.00,55.00
17-503073,3863,TSG - Trustee Sale Guarantee,190349.92,11.00,12.00,440.00,18.00,4.00,0.00,59.00
2301-201534,3860,Title and Escrow,73760.00,2.00,72.00,1465.00,23.00,37.00,0.00,45.00
17-503074,3863,TSG - Trustee Sale Guarantee,550900.00,2.00,12.00,353.00,7.00,4.00,0.00,59.00
2301-201535,3863,Title and Escrow,225000.00,1.00,45.00,506.00,15.00,11.00,1.00,45.00
2301-201536,3863,Title and Escrow,305869.50,0.00,82.00,1322.00,18.00,46.00,0.00,108.00
17-503075,3863,Title & Full Escrow,415000.00,2.00,81.00,1012.00,20.00,27.00,0.00,32.00
17-503076,3863,Title & Full Escrow,149572.00,1.00,71.00,1030.00,17.00,16.00,0.00,39.00
17-503077,3863,Property Report / O&E - Title Only,425000.00,2.00,27.00,316.00,7.00,3.00,0.00,154.00
17-503078,3863,Property Report / O&E - Title Only,25000.00,1.00,36.00,463.00,6.00,10.00,0.00,18.00
17-503079,3860,Property Report / O&E - Title Only,23000.00,2.00,27.00,349.00,5.00,4.00,0.00,154.00
17-503080,3860,Property Report / O&E - Title Only,60000.00,1.00,42.00,566.00,4.00,11.00,0.00,41.00
17-503081,3860,Property Report / O&E & Full Escrow,85900.00,2.00,75.00,855.00,3.00,24.00,0.00,27.00
17-503082,3863,LCP - Title Only,20000.00,2.00,45.00,831.00,5.00,19.00,0.00,24.00
17-503083,3860,Property Report / O&E - Title Only,39450.00,1.00,42.00,639.00,4.00,12.00,0.00,40.00
17-503084,3860,Property Report / O&E - Title Only,41700.00,1.00,42.00,567.00,4.00,11.00,0.00,53.00
2301-201539,3860,Title and Escrow,141855.00,1.00,81.00,1411.00,24.00,47.00,0.00,21.00
17-503087,3860,Property Report / O&E - Title Only,82350.00,2.00,42.00,546.00,6.00,13.00,0.00,41.00
17-503088,3860,Property Report / O&E - Title Only,28000.00,1.00,42.00,556.00,5.00,13.00,0.00,47.00
17-503089,3863,LCP & Sub-Escrow,75000.00,1.00,33.00,358.00,4.00,4.00,1.00,45.00
17-503090,3863,Title & Sub-Escrow,293000.00,1.00,54.00,936.00,18.00,25.00,0.00,63.00
17-503091,3860,Property Report / O&E - Title Only,250000.00,1.00,42.00,577.00,4.00,12.00,0.00,49.00
