sFileNumber,vCoverageType,vProduct,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-200954,3863,Title and Escrow,2.00,68.00,1295.00,23.00,45.00,0.00,29.00
17-501987,3863,LCP - Title Only,1.00,45.00,650.00,4.00,12.00,0.00,37.00
2301-200955,3860,Title and Escrow,2.00,50.00,495.00,22.00,14.00,1.00,45.00
2301-200956,3863,Title and Escrow,1.00,72.00,1359.00,27.00,31.00,0.00,31.00
2301-200957,3863,Title and Escrow,1.00,84.00,1582.00,18.00,55.00,0.00,72.00
2301-200959,3863,Title and Escrow,1.00,57.00,541.00,25.00,11.00,1.00,45.00
17-501988,3863,LCP - Title Only,1.00,38.00,538.00,4.00,15.00,0.00,58.00
2301-200960,3863,Title and Escrow,1.00,47.00,610.00,16.00,19.00,1.00,45.00
17-501989,3863,LCP - Title Only,1.00,46.00,510.00,4.00,11.00,1.00,45.00
17-501990,3863,LCP - Title Only,1.00,46.00,590.00,4.00,12.00,0.00,31.00
17-501991,3863,LCP & Sub-Escrow,1.00,51.00,714.00,5.00,17.00,0.00,76.00
17-501992,3863,LCP - Title Only,1.00,56.00,899.00,4.00,17.00,0.00,36.00
2301-200961,3860,Title and Escrow,1.00,49.00,461.00,11.00,7.00,1.00,45.00
17-501993,3863,LCP - Title Only,1.00,47.00,653.00,5.00,15.00,0.00,28.00
17-501994,3863,Title Only,0.00,31.00,368.00,18.00,3.00,1.00,45.00
17-501995,3863,LCP & Sub-Escrow,2.00,60.00,811.00,6.00,15.00,0.00,76.00
17-501996,3863,LCP - Title Only,1.00,31.00,329.00,4.00,4.00,1.00,45.00
17-501997,3863,LCP & Sub-Escrow,1.00,59.00,1027.00,5.00,16.00,0.00,49.00
17-501998,3863,Title & Full Escrow,2.00,73.00,1427.00,20.00,25.00,0.00,71.00
2301-200963,3863,Title and Escrow,0.00,59.00,702.00,18.00,13.00,1.00,45.00
17-502000,3863,LCP & Sub-Escrow,2.00,58.00,807.00,7.00,16.00,0.00,27.00
17-502001,3863,LCP - Title Only,0.00,21.00,224.00,0.00,2.00,1.00,45.00
17-502002,3863,Title Only,0.00,69.00,878.00,18.00,26.00,0.00,70.00
17-502006,3863,Title & Sub-Escrow,2.00,73.00,905.00,22.00,22.00,0.00,20.00
2301-200967,3863,Title and Escrow,0.00,79.00,1196.00,16.00,39.00,0.00,30.00
17-502009,3860,Title & Sub-Escrow,2.00,79.00,1437.00,24.00,49.00,0.00,75.00
2301-200970,3860,Title and Escrow,2.00,75.00,1646.00,23.00,48.00,0.00,75.00
17-502010,3860,TSG - Trustee Sale Guarantee,1.00,15.00,432.00,8.00,13.00,0.00,75.00
2301-200972,3860,Title and Escrow,2.00,75.00,1196.00,22.00,30.00,0.00,34.00
17-502011,3863,LCP - Title Only,1.00,52.00,705.00,4.00,19.00,0.00,23.00
17-502013,3863,Property Report / O&E - Title Only,1.00,26.00,336.00,6.00,4.00,0.00,170.00
17-502014,3863,LCP - Title Only,1.00,43.00,566.00,4.00,18.00,0.00,15.00
17-502015,3860,Title & Sub-Escrow,2.00,83.00,1301.00,21.00,38.00,0.00,40.00
17-502016,3863,Title Only,0.00,56.00,885.00,18.00,21.00,0.00,23.00
17-502017,3863,Title Only,0.00,62.00,1089.00,17.00,30.00,0.00,37.00
17-502018,3860,Property Report / O&E - Title Only,3.00,42.00,568.00,6.00,17.00,0.00,34.00
17-502019,3863,Title & Full Escrow,2.00,48.00,456.00,20.00,9.00,1.00,45.00
17-502020,3860,Title & Full Escrow,1.00,60.00,966.00,20.00,22.00,0.00,41.00
17-502021,3860,Title & Sub-Escrow,1.00,42.00,448.00,22.00,9.00,1.00,45.00
17-502022,3860,Title & Sub-Escrow,2.00,61.00,950.00,26.00,28.00,0.00,65.00
17-502023,3863,Title Only,1.00,34.00,353.00,18.00,5.00,1.00,45.00
2301-200976,29189,Title and Escrow,0.00,74.00,1609.00,2.00,45.00,0.00,41.00
17-502024,3863,Legal & Vesting - Title Only,0.00,37.00,427.00,0.00,4.00,0.00,40.00
17-502025,3860,Property Report / O&E - Title Only,1.00,44.00,554.00,4.00,11.00,0.00,83.00
17-502026,3860,Property Report / O&E - Title Only,2.00,28.00,310.00,5.00,5.00,0.00,170.00
17-502028,3863,Property Report / O&E - Title Only,1.00,40.00,616.00,6.00,10.00,0.00,41.00
17-502029,3863,Title & Sub-Escrow,2.00,51.00,493.00,21.00,8.00,1.00,45.00
17-502030,3860,Property Report / O&E - Title Only,2.00,28.00,308.00,5.00,5.00,0.00,170.00
17-502031,3863,Property Report / O&E - Title Only,1.00,39.00,548.00,6.00,12.00,0.00,34.00
17-502032,3863,LCP - Title Only,2.00,46.00,626.00,6.00,12.00,0.00,42.00
17-502033,3860,Property Report / O&E - Title Only,1.00,44.00,566.00,4.00,14.00,0.00,41.00
17-502034,3860,Property Report / O&E - Title Only,1.00,43.00,525.00,4.00,13.00,0.00,47.00
2301-200978,3860,Title and Escrow,0.00,84.00,1399.00,19.00,47.00,0.00,42.00
17-502036,3863,Title & Full Escrow,1.00,79.00,1257.00,22.00,25.00,0.00,43.00
17-502037,3863,LCP - Title Only,0.00,40.00,396.00,5.00,5.00,0.00,195.00
17-502038,3860,Property Report / O&E - Title Only,2.00,41.00,553.00,7.00,14.00,0.00,41.00
2301-200979,3860,Title and Escrow,10.00,52.00,867.00,43.00,8.00,1.00,45.00
17-502039,3863,Property Report / O&E - Title Only,1.00,42.00,518.00,6.00,9.00,0.00,26.00
17-502040,3863,Title Only,1.00,52.00,710.00,19.00,24.00,0.00,43.00
17-502043,3860,Property Report / O&E - Title Only,1.00,43.00,553.00,5.00,14.00,0.00,29.00
17-502044,3863,Title Only,2.00,95.00,1585.00,18.00,46.00,0.00,33.00
17-502045,3863,Property Report / O&E - Title Only,1.00,48.00,589.00,6.00,11.00,0.00,27.00
17-502046,3860,Property Report / O&E - Title Only,2.00,28.00,315.00,7.00,5.00,0.00,170.00
17-502047,3860,Property Report / O&E - Title Only,1.00,43.00,552.00,5.00,13.00,0.00,64.00
2301-200980,3860,Title and Escrow,0.00,86.00,1241.00,21.00,40.00,0.00,49.00
17-502048,3860,Property Report / O&E - Title Only,1.00,55.00,705.00,5.00,23.00,0.00,42.00
2301-200981,3863,Title and Escrow,1.00,67.00,1110.00,18.00,36.00,0.00,54.00
17-502049,3863,Title & Full Escrow,0.00,91.00,1277.00,32.00,25.00,0.00,63.00
17-502050,3860,Property Report / O&E - Title Only,1.00,28.00,317.00,5.00,5.00,0.00,170.00
17-502051,3860,Property Report / O&E - Title Only,1.00,28.00,307.00,4.00,5.00,0.00,170.00
17-502052,3863,LCP - Title Only,2.00,35.00,367.00,5.00,5.00,1.00,45.00
2301-200982,3860,Title and Escrow,0.00,108.00,1399.00,22.00,43.00,0.00,167.00
17-502053,3860,Title Only,1.00,85.00,1194.00,14.00,49.00,0.00,86.00
2301-200983,3860,Title and Escrow,1.00,83.00,1355.00,27.00,37.00,0.00,29.00
17-502055,3863,Title & Full Escrow,1.00,84.00,1190.00,17.00,31.00,0.00,27.00
2301-200984,3860,Title and Escrow,2.00,54.00,504.00,22.00,8.00,1.00,45.00
2301-200985,3863,Title and Escrow,3.00,61.00,1120.00,25.00,32.00,1.00,45.00
2301-200986,3860,Title and Escrow,0.00,92.00,1789.00,19.00,69.00,0.00,34.00
17-502056,3863,LCP - Title Only,1.00,47.00,638.00,4.00,15.00,0.00,22.00
2301-200987,3860,Title and Escrow,1.00,75.00,1295.00,22.00,41.00,0.00,33.00
17-502058,3863,Title & Full Escrow,1.00,82.00,1398.00,26.00,35.00,0.00,42.00
17-502059,3860,Title Only,2.00,87.00,1317.00,23.00,61.00,0.00,110.00
17-502060,3860,Title & Sub-Escrow,1.00,34.00,437.00,22.00,5.00,1.00,45.00
17-502061,3863,Title & Full Escrow,1.00,69.00,1032.00,21.00,19.00,0.00,43.00
17-502062,3863,Stand Alone Modification,1.00,28.00,714.00,18.00,11.00,0.00,56.00
17-502063,3863,Title & Full Escrow,1.00,61.00,862.00,20.00,17.00,0.00,43.00
17-502065,3863,Title Only,1.00,53.00,792.00,18.00,21.00,0.00,65.00
2301-200992,3860,Title and Escrow,2.00,69.00,905.00,25.00,24.00,1.00,45.00
17-502069,3863,LCP - Title Only,1.00,41.00,571.00,4.00,15.00,0.00,33.00
2301-200994,3860,Title and Escrow,0.00,84.00,1513.00,21.00,37.00,0.00,41.00
2301-200995,3863,Title and Escrow,0.00,86.00,1335.00,18.00,33.00,0.00,40.00
2301-200996,3863,Title and Escrow,1.00,70.00,1057.00,19.00,44.00,0.00,34.00
17-502070,3863,Title & Sub-Escrow,1.00,57.00,773.00,18.00,20.00,0.00,28.00
2301-200997,3860,Title and Escrow,3.00,58.00,680.00,26.00,19.00,1.00,45.00
17-502071,3860,Title & Full Escrow,0.00,31.00,315.00,1.00,10.00,1.00,45.00
2301-201000,3860,Title and Escrow,1.00,95.00,1426.00,18.00,47.00,0.00,33.00
2301-201001,3863,Title and Escrow,0.00,89.00,1648.00,18.00,52.00,0.00,42.00
2301-201002,3863,Title and Escrow,0.00,80.00,1638.00,19.00,47.00,0.00,49.00
17-502072,3863,Title & Sub-Escrow,2.00,55.00,897.00,20.00,20.00,0.00,56.00
17-502073,3863,Title Only,0.00,68.00,1120.00,18.00,25.00,0.00,40.00
17-502074,3860,Title Only,1.00,50.00,901.00,22.00,32.00,0.00,40.00
17-502075,3863,Title Only,3.00,50.00,834.00,21.00,25.00,0.00,42.00
2301-201004,3863,Title and Escrow,2.00,66.00,1286.00,19.00,54.00,0.00,28.00
17-502076,3863,LCP - Title Only,1.00,44.00,599.00,4.00,10.00,0.00,30.00
17-502077,3863,LCP - Title Only,2.00,38.00,574.00,5.00,21.00,0.00,22.00
17-502078,3863,Title Only,2.00,59.00,1273.00,22.00,43.00,0.00,62.00
17-502079,3863,LCP - Title Only,2.00,46.00,634.00,5.00,15.00,0.00,27.00
17-502080,3863,LCP - Title Only,1.00,38.00,483.00,4.00,12.00,0.00,29.00
17-502081,3863,LCP - Title Only,1.00,44.00,611.00,4.00,11.00,0.00,33.00
17-502082,3860,Title Only,0.00,21.00,433.00,2.00,21.00,1.00,45.00
17-502083,3863,LCP - Title Only,1.00,36.00,357.00,4.00,5.00,1.00,45.00
17-502084,3863,LCP - Title Only,5.00,33.00,359.00,11.00,2.00,0.00,195.00
17-502085,3863,LCP - Title Only,1.00,46.00,762.00,6.00,16.00,0.00,36.00
17-502086,3863,LCP - Title Only,1.00,49.00,674.00,4.00,14.00,0.00,22.00
17-502087,3863,LCP & Sub-Escrow,1.00,64.00,1279.00,4.00,28.00,0.00,56.00
2301-201009,3863,Title and Escrow,1.00,73.00,1201.00,22.00,47.00,0.00,69.00
2301-201010,3863,Title and Escrow,1.00,68.00,738.00,17.00,26.00,1.00,45.00
2301-201011,3863,Title and Escrow,0.00,73.00,1202.00,15.00,34.00,0.00,26.00
17-502088,3863,Property Report / O&E - Title Only,2.00,26.00,301.00,8.00,3.00,0.00,170.00
17-502089,3860,Title Only,2.00,30.00,422.00,21.00,10.00,1.00,45.00
2301-201012,3863,Title and Escrow,2.00,59.00,684.00,19.00,14.00,1.00,45.00
2301-201013,3863,Title and Escrow,1.00,82.00,1701.00,18.00,74.00,0.00,56.00
17-502090,3863,LCP & Sub-Escrow,1.00,37.00,407.00,4.00,7.00,1.00,45.00
2301-201014,3860,Title and Escrow,0.00,107.00,1907.00,23.00,62.00,0.00,98.00
2301-201015,3860,Title and Escrow,2.00,83.00,1749.00,21.00,57.00,0.00,41.00
2301-201016,3860,Title and Escrow,1.00,74.00,1087.00,19.00,41.00,0.00,34.00
17-502091,3863,Title & Full Escrow,2.00,68.00,1042.00,22.00,24.00,0.00,36.00
17-502092,3863,Title Only,1.00,64.00,918.00,18.00,22.00,0.00,140.00
17-502093,3863,Title & Sub-Escrow,1.00,66.00,908.00,18.00,26.00,0.00,42.00
2301-201020,3860,Title and Escrow,0.00,65.00,638.00,20.00,14.00,1.00,45.00
17-502094,3863,Title Only,1.00,68.00,796.00,31.00,21.00,0.00,53.00
2301-201021,3863,Title and Escrow,0.00,79.00,1184.00,17.00,33.00,0.00,49.00
2301-201022,3863,Title and Escrow,1.00,67.00,988.00,16.00,33.00,0.00,41.00
2301-201023,3860,Title and Escrow,0.00,78.00,1526.00,20.00,40.00,0.00,29.00
2301-201024,3860,Title and Escrow,0.00,75.00,1082.00,19.00,31.00,0.00,27.00
2301-201025,3860,Title and Escrow,0.00,72.00,914.00,20.00,30.00,1.00,45.00
2301-201027,3860,Title and Escrow,0.00,55.00,482.00,23.00,9.00,1.00,45.00
2301-201028,3863,Title and Escrow,0.00,81.00,1674.00,18.00,45.00,0.00,21.00
17-502097,3863,LCP - Title Only,1.00,35.00,359.00,4.00,4.00,1.00,45.00
17-502098,3863,LCP - Title Only,1.00,43.00,623.00,4.00,9.00,0.00,28.00
2301-201030,3860,Title and Escrow,1.00,92.00,1933.00,23.00,56.00,0.00,40.00
17-502099,3863,Title & Sub-Escrow,1.00,73.00,1025.00,18.00,29.00,0.00,74.00
17-502100,3860,Title & Sub-Escrow,1.00,70.00,1145.00,24.00,33.00,0.00,62.00
17-502101,3863,LCP - Title Only,1.00,43.00,582.00,4.00,8.00,0.00,29.00
2301-201031,3860,Title and Escrow,4.00,52.00,491.00,24.00,7.00,1.00,45.00
17-502102,3860,Title Only,0.00,50.00,1266.00,19.00,37.00,0.00,20.00
2301-201032,3860,Title and Escrow,1.00,104.00,2020.00,19.00,76.00,0.00,36.00
17-502103,3863,Title Only,1.00,33.00,386.00,18.00,3.00,1.00,45.00
17-502104,3863,Property Report / O&E - Title Only,1.00,26.00,347.00,11.00,4.00,0.00,169.00
17-502105,3863,LCP - Title Only,1.00,37.00,564.00,4.00,15.00,0.00,21.00
17-502107,3863,LCP - Title Only,1.00,43.00,600.00,5.00,9.00,0.00,32.00
2301-201033,3860,Title and Escrow,1.00,76.00,1220.00,21.00,41.00,0.00,61.00
17-502108,3860,Property Report / O&E - Title Only,1.00,47.00,587.00,5.00,14.00,0.00,41.00
17-502109,3860,Property Report / O&E - Title Only,1.00,43.00,563.00,4.00,17.00,0.00,40.00
2301-201034,3863,Title and Escrow,1.00,75.00,1214.00,18.00,36.00,0.00,39.00
17-502112,3860,Property Report / O&E - Title Only,1.00,28.00,311.00,4.00,5.00,0.00,169.00
2301-201035,3863,Title Only,0.00,65.00,954.00,27.00,18.00,0.00,57.00
17-502113,3860,Property Report / O&E & Full Escrow,1.00,65.00,793.00,5.00,21.00,0.00,48.00
17-502114,3860,Property Report / O&E - Title Only,1.00,28.00,318.00,5.00,5.00,0.00,169.00
2301-201036,3860,Title and Escrow,1.00,75.00,1581.00,23.00,48.00,0.00,32.00
17-502115,3863,Title Only,1.00,61.00,868.00,18.00,31.00,0.00,126.00
17-502116,3860,Property Report / O&E - Title Only,1.00,43.00,585.00,3.00,14.00,0.00,68.00
17-502117,3860,Property Report / O&E - Title Only,1.00,35.00,392.00,5.00,7.00,0.00,169.00
2301-201037,3860,Title and Escrow,0.00,47.00,457.00,1.00,1.00,1.00,45.00
17-502118,3860,Property Report / O&E - Title Only,1.00,41.00,549.00,5.00,13.00,0.00,40.00
17-502119,3860,Property Report / O&E - Title Only,1.00,43.00,552.00,4.00,14.00,0.00,40.00
17-502120,3860,Property Report / O&E - Title Only,1.00,43.00,641.00,4.00,14.00,0.00,55.00
17-502121,3863,Property Report / O&E - Title Only,1.00,27.00,326.00,6.00,4.00,0.00,169.00
17-502122,3860,TSG - Trustee Sale Guarantee,2.00,27.00,548.00,13.00,12.00,0.00,74.00
17-502123,3863,Property Report / O&E - Title Only,1.00,33.00,389.00,8.00,6.00,0.00,169.00
17-502124,3860,Property Report / O&E & Full Escrow,2.00,77.00,813.00,5.00,22.00,0.00,39.00
17-502125,3863,Title Only,1.00,52.00,887.00,20.00,30.00,0.00,15.00
2301-201039,3860,Title and Escrow,0.00,96.00,1419.00,19.00,51.00,0.00,40.00
17-502126,3860,Property Report / O&E - Title Only,1.00,28.00,309.00,3.00,5.00,0.00,169.00
2301-201040,3860,Title and Escrow,1.00,70.00,1340.00,23.00,37.00,0.00,28.00
17-502128,3863,LCP & Sub-Escrow,1.00,42.00,705.00,5.00,17.00,0.00,35.00
2301-201041,3863,Title and Escrow,2.00,80.00,1238.00,18.00,38.00,0.00,32.00
17-502129,3863,Title Only,1.00,33.00,374.00,18.00,4.00,1.00,45.00
17-502130,3860,Property Report / O&E - Title Only,1.00,51.00,605.00,3.00,17.00,0.00,61.00
17-502131,3863,LCP - Title Only,2.00,35.00,487.00,6.00,10.00,1.00,45.00
17-502132,3863,Property Report / O&E - Title Only,1.00,43.00,530.00,6.00,9.00,0.00,25.00
17-502133,3860,Property Report / O&E - Title Only,2.00,44.00,550.00,6.00,15.00,0.00,46.00
17-502134,3860,Title & Full Escrow,4.00,79.00,1383.00,29.00,45.00,0.00,56.00
17-502135,3863,LCP & Sub-Escrow,1.00,37.00,390.00,4.00,6.00,1.00,45.00
17-502136,3863,LCP - Title Only,1.00,33.00,339.00,4.00,3.00,1.00,45.00
17-502137,3863,Title Only,1.00,59.00,784.00,19.00,22.00,0.00,57.00
2301-201044,3863,Title and Escrow,1.00,73.00,1239.00,17.00,26.00,0.00,53.00
17-502139,3863,Title Only,1.00,35.00,381.00,18.00,5.00,1.00,45.00
17-502140,3863,TSG - Trustee Sale Guarantee,1.00,17.00,566.00,12.00,6.00,0.00,74.00
17-502141,3860,Title Only,2.00,37.00,655.00,24.00,14.00,1.00,45.00
2301-201045,3860,Title and Escrow,1.00,93.00,1560.00,24.00,42.00,0.00,25.00
17-502142,3863,Title & Full Escrow,1.00,62.00,1020.00,17.00,13.00,0.00,41.00
2301-201049,3860,Title and Escrow,6.00,56.00,738.00,29.00,12.00,1.00,45.00
17-502145,3860,Title & Sub-Escrow,1.00,59.00,947.00,23.00,32.00,0.00,74.00
2301-201050,3860,Title and Escrow,2.00,77.00,1302.00,20.00,47.00,0.00,26.00
17-502147,3860,Title Only,2.00,76.00,1024.00,14.00,37.00,0.00,92.00
17-502149,3863,Title & Full Escrow,1.00,69.00,1008.00,20.00,14.00,0.00,42.00
17-502150,3863,Title & Full Escrow,1.00,91.00,1270.00,31.00,27.00,0.00,90.00
2301-201051,3860,Title and Escrow,3.00,86.00,1648.00,26.00,59.00,0.00,41.00
17-502152,3863,Title & Full Escrow,1.00,64.00,760.00,17.00,12.00,0.00,40.00
17-502155,3860,Title Only,3.00,101.00,1708.00,15.00,66.00,0.00,138.00
17-502156,3863,Title & Sub-Escrow,0.00,71.00,992.00,18.00,33.00,0.00,34.00
17-502157,3863,LCP & Sub-Escrow,1.00,51.00,914.00,4.00,20.00,0.00,63.00
17-502158,3863,Title & Sub-Escrow,1.00,35.00,399.00,20.00,4.00,1.00,45.00
17-502159,3863,LCP - Title Only,1.00,45.00,690.00,4.00,13.00,0.00,26.00
2301-201052,3863,Title and Escrow,1.00,59.00,552.00,16.00,12.00,1.00,45.00
17-502161,3863,LCP - Title Only,1.00,42.00,589.00,4.00,8.00,0.00,29.00
17-502162,3863,LCP - Title Only,1.00,48.00,704.00,5.00,12.00,0.00,46.00
2301-201053,3863,Title and Escrow,1.00,68.00,1409.00,19.00,35.00,0.00,27.00
17-502163,3863,Title Only,1.00,74.00,957.00,18.00,21.00,0.00,32.00
17-502164,3863,LCP - Title Only,1.00,46.00,565.00,4.00,15.00,0.00,25.00
17-502165,3863,Title Only,1.00,33.00,398.00,17.00,5.00,1.00,45.00
2301-201054,3863,Title and Escrow,1.00,62.00,656.00,4.00,14.00,1.00,45.00
17-502166,3863,LCP - Title Only,1.00,44.00,849.00,4.00,12.00,0.00,55.00
17-502167,3863,Title Only,1.00,48.00,583.00,19.00,12.00,0.00,49.00
2301-201056,3863,Title and Escrow,1.00,67.00,1195.00,16.00,48.00,0.00,55.00
2301-201057,3863,Title and Escrow,1.00,64.00,844.00,17.00,29.00,1.00,45.00
17-502168,3863,LCP - Title Only,1.00,47.00,618.00,4.00,14.00,0.00,29.00
17-502169,3863,Title & Full Escrow,1.00,47.00,473.00,19.00,5.00,1.00,45.00
17-502170,3863,Title & Sub-Escrow,1.00,57.00,973.00,18.00,26.00,0.00,39.00
17-502171,3863,Property Report / O&E - Title Only,2.00,28.00,327.00,8.00,6.00,0.00,169.00
17-502172,3863,Property Report / O&E - Title Only,1.00,28.00,317.00,8.00,5.00,0.00,169.00
2301-201062,3860,Title and Escrow,2.00,90.00,1678.00,25.00,71.00,0.00,41.00
17-502173,3863,Title & Sub-Escrow,1.00,56.00,891.00,21.00,22.00,0.00,36.00
2301-201063,3863,Title and Escrow,1.00,82.00,1310.00,18.00,45.00,0.00,43.00
17-502174,3863,LCP - Title Only,0.00,50.00,865.00,4.00,10.00,0.00,96.00
17-502175,3863,Title & Sub-Escrow,1.00,36.00,390.00,18.00,3.00,1.00,45.00
17-502176,3863,Title & Sub-Escrow,1.00,53.00,515.00,17.00,13.00,1.00,45.00
2301-201066,3863,Title and Escrow,0.00,82.00,1236.00,18.00,31.00,0.00,32.00
2301-201067,3863,Title and Escrow,1.00,81.00,1397.00,20.00,50.00,0.00,45.00
2301-201069,3860,Title and Escrow,0.00,64.00,628.00,20.00,12.00,1.00,45.00
17-502181,3860,TSG - Trustee Sale Guarantee,2.00,27.00,541.00,17.00,13.00,0.00,73.00
17-502182,3860,TSG - Trustee Sale Guarantee,2.00,25.00,551.00,17.00,15.00,0.00,73.00
17-502183,3860,TSG - Trustee Sale Guarantee,0.00,12.00,301.00,0.00,11.00,1.00,45.00
17-502184,3860,Title & Sub-Escrow,2.00,57.00,927.00,24.00,27.00,0.00,48.00
17-502185,3863,LCP - Title Only,1.00,49.00,628.00,4.00,9.00,0.00,40.00
17-502186,3860,Title Only,1.00,74.00,1225.00,22.00,38.00,0.00,40.00
2301-201071,3860,Title and Escrow,1.00,54.00,524.00,21.00,10.00,1.00,45.00
17-502187,3863,LCP - Title Only,5.00,33.00,388.00,11.00,2.00,0.00,193.00
17-502188,3863,Title Only,1.00,39.00,452.00,19.00,9.00,1.00,45.00
17-502189,3863,Title & Full Escrow,0.00,51.00,436.00,18.00,7.00,1.00,45.00
17-502190,3860,Title & Sub-Escrow,0.00,18.00,265.00,1.00,3.00,1.00,45.00
17-502191,3863,Title & Full Escrow,1.00,57.00,580.00,22.00,16.00,1.00,45.00
2301-201072,3860,Title and Escrow,1.00,96.00,1565.00,21.00,52.00,0.00,35.00
17-502192,3863,Title Only,1.00,60.00,1182.00,19.00,30.00,0.00,33.00
17-502193,3863,Property Report / O&E - Title Only,1.00,26.00,310.00,9.00,3.00,0.00,168.00
17-502194,3863,Property Report / O&E - Title Only,1.00,28.00,330.00,9.00,5.00,0.00,168.00
2301-201073,3860,Title and Escrow,1.00,118.00,1705.00,20.00,67.00,0.00,102.00
17-502195,3860,Property Report / O&E - Title Only,1.00,42.00,552.00,4.00,11.00,0.00,55.00
2301-201074,3860,Title and Escrow,1.00,82.00,1472.00,23.00,45.00,0.00,26.00
17-502196,3860,Property Report / O&E - Title Only,1.00,42.00,559.00,4.00,11.00,0.00,61.00
17-502197,3860,Property Report / O&E & Full Escrow,2.00,75.00,845.00,6.00,28.00,0.00,84.00
17-502198,3863,Property Report / O&E - Title Only,1.00,40.00,568.00,6.00,12.00,0.00,47.00
17-502199,3863,Title & Sub-Escrow,2.00,68.00,1087.00,20.00,27.00,0.00,34.00
17-502200,3863,LCP - Title Only,1.00,47.00,611.00,5.00,13.00,0.00,24.00
17-502202,3860,Title & Full Escrow,2.00,96.00,1656.00,25.00,44.00,0.00,73.00
17-502203,3860,Title & Full Escrow,2.00,111.00,1580.00,15.00,51.00,0.00,69.00
17-502204,3863,Property Report / O&E - Title Only,1.00,39.00,508.00,6.00,12.00,0.00,32.00
17-502205,3860,Property Report / O&E - Title Only,2.00,42.00,586.00,5.00,13.00,0.00,48.00
17-502206,3863,Property Report / O&E - Title Only,1.00,41.00,593.00,6.00,11.00,0.00,61.00
17-502207,3860,Property Report / O&E - Title Only,1.00,47.00,580.00,6.00,11.00,0.00,59.00
17-502209,3863,LCP - Title Only,1.00,47.00,610.00,4.00,13.00,0.00,27.00
17-502210,3860,Property Report / O&E - Title Only,1.00,41.00,543.00,3.00,12.00,0.00,38.00
2301-201077,3860,Title and Escrow,4.00,81.00,1690.00,19.00,36.00,0.00,20.00
17-502212,3860,Title Only,2.00,73.00,883.00,26.00,31.00,0.00,80.00
2301-201078,3860,Title and Escrow,1.00,94.00,1598.00,22.00,60.00,0.00,117.00
17-502214,3863,Property Report / O&E - Title Only,1.00,43.00,544.00,6.00,9.00,0.00,49.00
17-502215,3860,Title & Sub-Escrow,0.00,19.00,226.00,1.00,4.00,1.00,45.00
17-502218,3863,Title & Full Escrow,1.00,76.00,1122.00,31.00,22.00,0.00,42.00
17-502219,3863,Title & Full Escrow,1.00,76.00,887.00,18.00,18.00,0.00,59.00
2301-201079,3860,Title and Escrow,0.00,75.00,1090.00,26.00,30.00,0.00,32.00
17-502220,3863,Title & Full Escrow,1.00,69.00,808.00,19.00,14.00,0.00,40.00
2301-201080,3863,Title and Escrow,0.00,68.00,1073.00,17.00,30.00,0.00,40.00
2301-201081,3863,Title and Escrow,1.00,47.00,362.00,16.00,4.00,1.00,45.00
17-502223,3860,Title & Sub-Escrow,2.00,62.00,1012.00,25.00,30.00,0.00,69.00
2301-201082,29189,Title and Escrow,0.00,76.00,1858.00,3.00,48.00,0.00,52.00
17-502224,3860,Title Only,1.00,70.00,904.00,25.00,31.00,0.00,84.00
17-502225,3863,Title & Sub-Escrow,1.00,65.00,969.00,20.00,25.00,0.00,33.00
17-502226,3863,Title & Sub-Escrow,2.00,79.00,1157.00,21.00,40.00,0.00,52.00
2301-201083,3860,Title and Escrow,1.00,87.00,1455.00,20.00,40.00,0.00,56.00
2301-201084,3863,Title and Escrow,1.00,82.00,1251.00,19.00,46.00,0.00,24.00
17-502232,3863,LCP - Title Only,0.00,17.00,211.00,0.00,4.00,1.00,45.00
2301-201086,3863,Title and Escrow,1.00,63.00,1162.00,17.00,32.00,0.00,26.00
2301-201087,3863,Title and Escrow,0.00,94.00,1807.00,5.00,53.00,0.00,34.00
17-502236,3863,Title Only,1.00,41.00,484.00,20.00,5.00,1.00,45.00
2301-201088,3863,Title and Escrow,0.00,37.00,241.00,2.00,1.00,1.00,45.00
2301-201089,3860,Title and Escrow,0.00,53.00,564.00,20.00,8.00,1.00,45.00
