sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntriesPerDay,nTotalNotesPerDay,oCancelled,oNumDays
17-508123,In-House without XML,Refinance,16000.00,0.00,34.00,23.47826087,0.434782609,0.00,23.00
17-501672,In-House without XML,Uninsured (Info Products),21450.00,1.00,45.00,17.30555556,0.361111111,0.00,36.00
17-500791,In-House without XML,Refinance,276000.00,2.00,57.00,20.79487179,0.435897436,0.00,39.00
2301-206157,In-House without XML,Reverse Mortgage,259700.00,1.00,65.00,26.97222222,0.805555556,0.00,36.00
17-506313,In-House without XML,Refinance,313000.00,3.00,60.00,13.33333333,0.2,1.00,45.00
2301-203051,In-House without XML,Reverse Mortgage,267525.00,0.00,76.00,31.47368421,0.973684211,0.00,38.00
17-500421,In-House without XML,Refinance,175000.00,1.00,68.00,19.71428571,0.357142857,0.00,42.00
17-507754,In-House without XML,Uninsured (Info Products),70450.00,1.00,38.00,9.396551724,0.155172414,0.00,58.00
17-503274,In-House without XML,Refinance,75000.00,1.00,26.00,7.466666667,0.088888889,1.00,45.00
17-507560,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,24.00,2.342105263,0.035087719,0.00,114.00
17-507265,In-House with Abstractor,Refinance,310000.00,3.00,83.00,25.86,0.84,0.00,50.00
2301-204936,In-House with Abstractor,Reverse Mortgage,360510.00,0.00,78.00,24.13461538,0.846153846,0.00,52.00
17-502000,In-House without XML,Refinance,75000.00,2.00,58.00,29.88888889,0.592592593,0.00,27.00
2301-205500,In-House without XML,Reverse Mortgage,100815.00,1.00,66.00,21.84210526,0.649122807,0.00,57.00
17-502924,In-House without XML,Refinance,24000.00,1.00,48.00,18.16666667,0.357142857,0.00,42.00
17-512090,In-House with XML,Refinance,266000.00,14.00,24.00,8,0.2,1.00,45.00
17-505576,In-House without XML,Refinance,50000.00,1.00,35.00,30.2,0.65,0.00,20.00
2301-205208,In-House without XML,Reverse Mortgage,130340.00,0.00,74.00,23.69565217,0.630434783,0.00,46.00
17-501904,In-House without XML,Refinance,30000.00,0.00,48.00,23.88,0.76,0.00,25.00
2301-202224,In-House with Abstractor,Reverse Mortgage,74997.00,0.00,80.00,23.55357143,0.803571429,0.00,56.00
2301-206320,In-House without XML,Reverse Mortgage,460000.00,1.00,60.00,12.06666667,0.288888889,1.00,45.00
17-509777,In-House with XML,Refinance,472262.00,1.00,74.00,38.18518519,0.666666667,0.00,27.00
17-510204,In-House with XML,Refinance,650000.00,1.00,72.00,30.27777778,0.444444444,0.00,36.00
2301-203096,In-House with Abstractor,Reverse Mortgage,221540.00,2.00,85.00,16.375,0.479166667,0.00,96.00
17-511175,In-House without XML,Refinance,67000.00,1.00,58.00,14.50877193,0.210526316,0.00,57.00
17-505049,In-House without XML,Refinance,102000.00,2.00,40.00,9.133333333,0.111111111,1.00,45.00
2301-206116,In-House with Abstractor,Reverse Mortgage,127750.00,1.00,90.00,47.48275862,1.965517241,0.00,29.00
2301-204862,In-House without XML,Reverse Mortgage,329013.00,2.00,107.00,46.5,1.380952381,0.00,42.00
17-507097,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,38.00,14,0.289473684,0.00,38.00
17-505262,In-House with Abstractor,Uninsured (Info Products),33450.00,1.00,24.00,2.778846154,0.038461538,0.00,104.00
2301-201049,In-House with Abstractor,Reverse Mortgage,325000.00,6.00,56.00,16.4,0.266666667,1.00,45.00
2301-208338,In-House with Abstractor,Reverse Mortgage,74796.00,1.00,79.00,39.10344828,2.413793103,0.00,29.00
2301-201848,In-House with Abstractor,Reverse Mortgage,97276.00,1.00,72.00,19.82142857,0.678571429,0.00,56.00
2301-205135,In-House with Abstractor,Reverse Mortgage,170000.00,1.00,54.00,12.55555556,0.377777778,1.00,45.00
2301-201754,In-House without XML,Reverse Mortgage,202510.00,1.00,71.00,20.08928571,0.696428571,0.00,56.00
17-500164,In-House without XML,Refinance,386000.00,2.00,67.00,31,0.914285714,0.00,35.00
17-510636,In-House without XML,Refinance,30000.00,1.00,34.00,10.20634921,0.126984127,0.00,63.00
17-505731,In-House with XML,Refinance,316474.00,1.00,37.00,9.305555556,0.166666667,0.00,72.00
17-510066,In-House with XML,Refinance,366000.00,3.00,70.00,23.78,0.54,0.00,50.00
17-504811,In-House without XML,Refinance,60000.00,1.00,42.00,10.2,0.133333333,1.00,45.00
17-516649,In-House with Abstractor,TSG,77439.71,6.00,13.00,378,6,0.00,0.00
17-500899,In-House without XML,Refinance,25000.00,0.00,46.00,14.64444444,0.177777778,0.00,45.00
17-502422,In-House without XML,Refinance,100.00,4.00,30.00,1.878306878,0.010582011,0.00,189.00
2301-201605,In-House with Abstractor,Reverse Mortgage,210000.00,2.00,43.00,10.66666667,0.222222222,1.00,45.00
17-501431,In-House without XML,Refinance,50000.00,1.00,46.00,34.76470588,1.176470588,0.00,17.00
2301-201468,In-House with Abstractor,Reverse Mortgage,124553.52,0.00,107.00,31.46938776,0.979591837,0.00,49.00
17-516640,In-House without XML,Refinance,500000.00,0.00,48.00,11.64444444,0.111111111,1.00,45.00
17-501107,In-House with Abstractor,Refinance,210000.00,1.00,29.00,8.333333333,0.155555556,1.00,45.00
17-507190,In-House without XML,Refinance,469000.00,2.00,26.00,8.088888889,0.088888889,1.00,45.00
17-514995,In-House without XML,Refinance,299000.00,2.00,40.00,8.333333333,0.111111111,1.00,45.00
2301-206220,In-House with Abstractor,Reverse Mortgage,182246.00,1.00,85.00,32,0.976190476,0.00,42.00
17-507090,In-House with XML,Refinance,540000.00,1.00,49.00,14.50877193,0.263157895,0.00,57.00
17-506196,In-House with XML,Refinance,347250.00,2.00,67.00,33.62857143,1,0.00,35.00
17-511607,In-House without XML,Refinance,236000.00,2.00,40.00,9.044444444,0.111111111,1.00,45.00
2301-208276,In-House without XML,Reverse Mortgage,271860.00,0.00,72.00,44.88888889,2.37037037,0.00,27.00
2301-208234,In-House without XML,Reverse Mortgage,233320.00,0.00,101.00,40.94117647,2.470588235,0.00,34.00
17-503397,In-House with Abstractor,Uninsured (Info Products),24050.00,1.00,69.00,17.65306122,0.387755102,0.00,49.00
17-508439,In-House with XML,Refinance,118000.00,1.00,47.00,11.67123288,0.273972603,0.00,73.00
17-507733,In-House without XML,Uninsured (Info Products),50000.00,2.00,36.00,16.08108108,0.324324324,0.00,37.00
17-500911,In-House with Abstractor,Uninsured (Info Products),37750.00,2.00,46.00,12.97777778,0.333333333,0.00,45.00
2301-205272,In-House without XML,Reverse Mortgage,205075.00,1.00,71.00,32.78125,0.8125,0.00,32.00
17-501214,In-House without XML,Refinance,42500.00,1.00,55.00,9.034090909,0.193181818,0.00,88.00
17-501903,In-House without XML,Refinance,475000.00,1.00,41.00,12,0.222222222,1.00,45.00
2301-205779,In-House without XML,Reverse Mortgage,214900.00,1.00,80.00,27.63265306,0.979591837,0.00,49.00
2301-204493,In-House without XML,Reverse Mortgage,384682.50,2.00,89.00,18.9380531,0.814159292,0.00,113.00
2301-203486,In-House with Abstractor,Reverse Mortgage,3561.00,0.00,86.00,10.37837838,0.288288288,0.00,111.00
17-506997,In-House without XML,Refinance,200000.00,1.00,60.00,20.8974359,0.307692308,0.00,39.00
17-509857,In-House without XML,Refinance,75000.00,0.00,20.00,4.711111111,0.044444444,1.00,45.00
2301-203981,In-House without XML,Reverse Mortgage,96120.00,3.00,76.00,48.96875,1.34375,0.00,32.00
2301-202530,In-House with Abstractor,Reverse Mortgage,184500.00,1.00,68.00,40.96551724,1.482758621,0.00,29.00
2301-208504,In-House without XML,Reverse Mortgage,131780.00,1.00,69.00,38.03846154,1.153846154,0.00,26.00
17-513267,In-House without XML,Refinance,30000.00,1.00,34.00,12.64150943,0.132075472,0.00,53.00
2301-204516,In-House without XML,Reverse Mortgage,43132.00,0.00,62.00,22.65306122,0.530612245,0.00,49.00
17-502131,In-House without XML,Refinance,151000.00,2.00,35.00,10.82222222,0.222222222,1.00,45.00
17-503779,In-House without XML,Refinance,100410.00,1.00,60.00,19.53333333,0.311111111,0.00,45.00
2301-203326,In-House with Abstractor,Reverse Mortgage,205000.00,4.00,48.00,9.977777778,0.244444444,1.00,45.00
17-506038,In-House without XML,TSG,151235.62,1.00,13.00,26.29411765,0.176470588,0.00,17.00
17-502372,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,41.00,15.85294118,0.323529412,0.00,34.00
2301-201022,In-House without XML,Reverse Mortgage,210000.00,1.00,67.00,24.09756098,0.804878049,0.00,41.00
2301-201617,In-House without XML,Reverse Mortgage,118365.00,1.00,84.00,11.4245283,0.396226415,0.00,106.00
17-511069,In-House without XML,Refinance,103400.00,2.00,60.00,21.54347826,0.413043478,0.00,46.00
17-504459,In-House without XML,Refinance,108761.00,1.00,58.00,24.25714286,0.371428571,0.00,35.00
17-507136,In-House without XML,Refinance,251690.00,1.00,58.00,13.359375,0.328125,0.00,64.00
2301-203029,In-House with Abstractor,Reverse Mortgage,36582.00,3.00,93.00,17.14,0.72,0.00,100.00
17-504242,In-House without XML,Refinance,84300.00,1.00,43.00,18.2,0.311111111,1.00,45.00
17-501878,In-House with Abstractor,Uninsured (Info Products),20000.00,1.00,28.00,1.848837209,0.040697674,0.00,172.00
17-501250,In-House without XML,Refinance,80000.00,1.00,45.00,13.84782609,0.217391304,0.00,46.00
2301-203242,In-House without XML,Reverse Mortgage,375150.00,1.00,85.00,26.87272727,1.054545455,0.00,55.00
17-503427,In-House without XML,Refinance,59106.00,1.00,50.00,31.86956522,0.52173913,0.00,23.00
17-514465,In-House without XML,Refinance,383200.00,0.00,25.00,5.044444444,0.066666667,1.00,45.00
17-502867,In-House without XML,Refinance,75000.00,2.00,32.00,9,0.088888889,1.00,45.00
17-506933,In-House without XML,Refinance,290000.00,0.00,23.00,5.577777778,0.111111111,1.00,45.00
2301-204461,In-House with Abstractor,Reverse Mortgage,163060.00,0.00,84.00,53.56521739,1.739130435,0.00,23.00
17-508813,In-House with Abstractor,Refinance,185000.00,1.00,65.00,13.5,0.1875,0.00,64.00
17-512099,In-House without XML,Refinance,36500.00,1.00,35.00,8.732394366,0.14084507,0.00,71.00
17-502708,In-House without XML,TSG,167739.09,3.00,13.00,6.714285714,0.031746032,0.00,63.00
2301-207587,In-House without XML,Reverse Mortgage,154998.00,0.00,73.00,45.43333333,1.1,0.00,30.00
17-510544,In-House without XML,Refinance,390000.00,1.00,49.00,9.466666667,0.222222222,1.00,45.00
17-502206,In-House without XML,Uninsured (Info Products),50000.00,1.00,41.00,9.721311475,0.180327869,0.00,61.00
17-509067,In-House without XML,Refinance,211029.00,1.00,49.00,17.47619048,0.476190476,0.00,42.00
2301-205670,In-House with Abstractor,Reverse Mortgage,316503.00,1.00,89.00,29.62962963,1.12962963,0.00,54.00
17-503076,In-House without XML,Refinance,149572.00,1.00,71.00,26.41025641,0.41025641,0.00,39.00
17-508776,In-House without XML,Refinance,55000.00,0.00,62.00,12.91176471,0.308823529,0.00,68.00
2301-205390,In-House without XML,Reverse Mortgage,384057.00,2.00,81.00,28.53061224,0.857142857,0.00,49.00
17-505422,In-House without XML,Refinance,199500.00,1.00,34.00,13.42857143,0.380952381,0.00,42.00
17-513348,In-House without XML,Refinance,60000.00,1.00,39.00,15.56410256,0.282051282,0.00,39.00
2301-204525,In-House without XML,Reverse Mortgage,139360.00,3.00,74.00,21.72289157,0.831325301,0.00,83.00
2301-206055,In-House without XML,Reverse Mortgage,67860.00,0.00,77.00,44.35714286,1.285714286,0.00,42.00
17-505987,In-House without XML,Refinance,100000.00,2.00,48.00,8.728813559,0.279661017,0.00,118.00
17-513066,In-House with Abstractor,Refinance,206600.00,2.00,72.00,42.07142857,1.25,0.00,28.00
2301-201680,In-House without XML,Reverse Mortgage,113061.00,0.00,64.00,51.94736842,1.684210526,0.00,19.00
17-505430,In-House without XML,Refinance,50000.00,1.00,35.00,14.34883721,0.302325581,0.00,43.00
17-504715,In-House without XML,Refinance,54900.00,0.00,48.00,28.74193548,0.451612903,0.00,31.00
2301-206986,In-House without XML,Reverse Mortgage,120520.00,0.00,70.00,19.59615385,0.884615385,0.00,52.00
17-503521,In-House with Abstractor,Refinance,250750.00,1.00,52.00,27.4,0.55,0.00,40.00
17-509340,In-House without XML,Refinance,163111.00,1.00,23.00,7.866666667,0.088888889,1.00,45.00
2301-205285,In-House with Abstractor,Reverse Mortgage,83200.00,0.00,83.00,31.48837209,1.23255814,0.00,43.00
17-502637,In-House with Abstractor,Refinance,150000.00,0.00,34.00,11.6,0.244444444,1.00,45.00
17-509802,In-House with Abstractor,Refinance,87505.00,1.00,56.00,13.56164384,0.356164384,0.00,73.00
17-507899,In-House without XML,Refinance,18000.00,1.00,35.00,31.38095238,0.428571429,0.00,21.00
2301-201916,In-House without XML,Reverse Mortgage,330120.00,1.00,70.00,80.85714286,2.214285714,0.00,14.00
17-514659,In-House without XML,Refinance,30000.00,1.00,49.00,20.13513514,0.324324324,0.00,37.00
2301-200430,In-House with Abstractor,Reverse Mortgage,175800.00,0.00,82.00,46.18518519,1.518518519,0.00,27.00
17-514731,In-House with Abstractor,TSG,152115.72,2.00,19.00,461,10,0.00,0.00
17-503208,In-House with Abstractor,Refinance,78856.00,1.00,66.00,12.2987013,0.415584416,0.00,77.00
17-510069,In-House without XML,Refinance,20000.00,1.00,35.00,20.77777778,0.259259259,0.00,27.00
2301-200470,In-House without XML,Reverse Mortgage,222680.00,1.00,80.00,41.79411765,1.5,0.00,34.00
17-504489,In-House with Abstractor,Uninsured (Info Products),30000.00,1.00,25.00,2.21641791,0.029850746,0.00,134.00
17-505629,In-House without XML,Uninsured (Info Products),1.00,2.00,20.00,2.411764706,0.033613445,0.00,119.00
2301-201613,In-House without XML,Reverse Mortgage,0.00,1.00,54.00,11.2,0.266666667,1.00,45.00
17-504618,In-House without XML,Refinance,100.00,0.00,24.00,1.993670886,0.012658228,0.00,158.00
17-512706,In-House with XML,Refinance,203200.00,1.00,55.00,16.76785714,0.357142857,0.00,56.00
17-503315,In-House without XML,Refinance,20000.00,1.00,36.00,17.48571429,0.285714286,0.00,35.00
17-507651,In-House without XML,Refinance,54000.00,1.00,36.00,17.13888889,0.333333333,0.00,36.00
17-513461,In-House with Abstractor,TSG,220444.34,1.00,19.00,431,7,0.00,0.00
2301-205543,In-House without XML,Reverse Mortgage,539000.00,1.00,49.00,9.977777778,0.2,1.00,45.00
17-505808,In-House with Abstractor,Uninsured (Info Products),44100.00,1.00,37.00,15.94594595,0.324324324,0.00,37.00
17-500871,In-House without XML,Refinance,110000.00,2.00,76.00,44.76923077,0.961538462,0.00,26.00
17-500282,In-House without XML,Refinance,100.00,5.00,35.00,2.417040359,0.035874439,0.00,223.00
2301-203173,In-House without XML,Reverse Mortgage,345000.00,2.00,65.00,34.28205128,0.974358974,0.00,39.00
17-501993,In-House without XML,Refinance,15000.00,1.00,47.00,23.32142857,0.535714286,0.00,28.00
17-503649,In-House with Abstractor,Uninsured (Info Products),50000.00,1.00,26.00,2.388888889,0.03968254,0.00,126.00
17-507355,In-House without XML,Refinance,60000.00,1.00,35.00,17.74285714,0.314285714,0.00,35.00
17-509406,In-House with Abstractor,Refinance,174000.00,2.00,78.00,11.44578313,0.192771084,0.00,83.00
2301-205616,In-House with Abstractor,Reverse Mortgage,26200.00,1.00,95.00,45.32352941,2.176470588,0.00,34.00
2301-206873,In-House with Abstractor,Reverse Mortgage,260000.00,1.00,50.00,12.42222222,0.511111111,1.00,45.00
17-501388,In-House without XML,Refinance,175932.00,1.00,63.00,37.06666667,1.166666667,0.00,30.00
17-500382,In-House without XML,Refinance,38800.00,2.00,65.00,45.35,1.1,0.00,20.00
2301-200324,In-House without XML,Reverse Mortgage,202980.00,1.00,85.00,52.02439024,1.097560976,0.00,41.00
2301-206823,In-House with Abstractor,Reverse Mortgage,97286.40,1.00,71.00,34.21875,1.15625,0.00,32.00
17-500272,In-House without XML,Refinance,207000.00,1.00,68.00,8.794642857,0.214285714,0.00,112.00
17-510340,In-House without XML,Refinance,842000.00,1.00,56.00,20.69767442,0.372093023,0.00,43.00
17-502095,In-House with Abstractor,Refinance,85771.00,4.00,35.00,12.28888889,0.2,1.00,45.00
17-509747,In-House without XML,Refinance,10000.00,1.00,34.00,13.53191489,0.191489362,0.00,47.00
2301-204636,In-House without XML,Reverse Mortgage,277200.00,0.00,75.00,13.27522936,0.825688073,0.00,109.00
2301-207040,In-House without XML,Reverse Mortgage,221650.00,1.00,83.00,32.21428571,0.952380952,0.00,42.00
17-504798,In-House without XML,Refinance,556000.00,2.00,39.00,14.97916667,0.416666667,0.00,48.00
17-501057,In-House with Abstractor,TSG,211098.38,6.00,33.00,7.370786517,0.146067416,0.00,89.00
17-508311,In-House without XML,Refinance,141076.00,1.00,79.00,18.32075472,0.622641509,0.00,53.00
2301-204385,In-House with Abstractor,Reverse Mortgage,111150.00,0.00,94.00,18.54117647,0.835294118,0.00,85.00
17-507315,In-House without XML,Refinance,50000.00,2.00,33.00,9.466666667,0.222222222,1.00,45.00
17-503614,In-House without XML,Refinance,308302.00,2.00,52.00,19.91304348,0.608695652,0.00,46.00
2301-205907,In-House with Abstractor,Reverse Mortgage,100000.00,1.00,52.00,10.04444444,0.133333333,1.00,45.00
17-506006,In-House without XML,Refinance,100.00,8.00,27.00,3.956521739,0.02173913,0.00,138.00
17-508521,In-House without XML,Refinance,110000.00,2.00,47.00,22.13333333,0.5,0.00,30.00
2301-203926,In-House without XML,Reverse Mortgage,197315.00,0.00,92.00,49.44444444,1.592592593,0.00,27.00
17-513488,In-House with Abstractor,Refinance,175381.00,1.00,75.00,23.75555556,0.555555556,0.00,45.00
17-500019,In-House with Abstractor,Uninsured (Info Products),125000.00,2.00,51.00,18.92,0.4,0.00,50.00
17-501269,In-House without XML,Refinance,182732.00,1.00,54.00,23.28571429,0.761904762,0.00,42.00
17-500186,In-House without XML,Refinance,235000.00,1.00,82.00,16.70769231,0.369230769,0.00,65.00
2301-208048,In-House without XML,Reverse Mortgage,384057.00,1.00,69.00,31.71052632,1.421052632,0.00,38.00
17-504963,In-House with Abstractor,Uninsured (Info Products),90000.00,1.00,41.00,14.675,0.25,0.00,40.00
17-505692,In-House without XML,Uninsured (Info Products),75000.00,1.00,31.00,19.84,0.36,0.00,25.00
17-513580,In-House with Abstractor,TSG,78787.77,2.00,19.00,438,7,0.00,0.00
17-500389,In-House without XML,Refinance,150990.00,1.00,48.00,10.8,0.177777778,1.00,45.00
17-503196,In-House with Abstractor,Uninsured (Info Products),100000.00,2.00,43.00,23.32,0.8,0.00,25.00
17-508826,In-House with Abstractor,TSG,41467.06,4.00,12.00,441,5,0.00,0.00
2301-208035,In-House without XML,Reverse Mortgage,90000.00,1.00,66.00,15.48888889,0.422222222,1.00,45.00
17-508393,In-House without XML,Refinance,100000.00,1.00,55.00,30.85185185,0.703703704,0.00,27.00
17-509506,In-House with Abstractor,Uninsured (Info Products),60000.00,1.00,40.00,8,0.14516129,0.00,62.00
2301-208322,In-House with Abstractor,Reverse Mortgage,88796.00,1.00,84.00,57.04761905,3.571428571,0.00,21.00
17-502911,In-House without XML,Refinance,100000.00,1.00,36.00,9.266666667,0.133333333,1.00,45.00
2301-207897,In-House without XML,Reverse Mortgage,167855.00,1.00,74.00,54.9047619,1.761904762,0.00,21.00
2301-205275,In-House without XML,Reverse Mortgage,148195.00,1.00,74.00,25.89795918,0.87755102,0.00,49.00
17-514522,In-House without XML,Refinance,75000.00,1.00,33.00,20.82142857,0.285714286,0.00,28.00
17-505309,In-House without XML,Refinance,175000.00,0.00,62.00,16.21818182,0.472727273,0.00,55.00
17-508740,In-House without XML,Refinance,37100.00,3.00,34.00,18.72727273,0.363636364,0.00,33.00
17-507544,In-House without XML,Refinance,410000.00,1.00,67.00,13.63888889,0.416666667,0.00,72.00
2301-206105,In-House with Abstractor,Reverse Mortgage,40364.75,2.00,59.00,23,0.56097561,0.00,41.00
17-511672,In-House with XML,Refinance,275000.00,1.00,57.00,20.20930233,0.395348837,0.00,43.00
17-512834,In-House with XML,Refinance,131403.00,1.00,21.00,6.422222222,0.088888889,1.00,45.00
17-504353,In-House without XML,TSG,205858.97,2.00,18.00,11.175,0.2,0.00,40.00
2301-206779,In-House without XML,Reverse Mortgage,355909.50,1.00,74.00,46.67857143,1.464285714,0.00,28.00
2301-202984,In-House with Abstractor,Reverse Mortgage,79696.00,1.00,75.00,41.62068966,1.551724138,0.00,29.00
17-510670,In-House without XML,Refinance,100000.00,1.00,35.00,10.75,0.125,0.00,56.00
2301-200555,In-House without XML,Reverse Mortgage,260000.00,0.00,50.00,9.822222222,0.222222222,1.00,45.00
17-501005,In-House with Abstractor,Uninsured (Info Products),125000.00,1.00,42.00,11.33333333,0.210526316,0.00,57.00
2301-206123,In-House without XML,Reverse Mortgage,290970.00,1.00,81.00,19.13432836,0.731343284,0.00,67.00
2301-202664,In-House with Abstractor,Reverse Mortgage,89000.00,7.00,55.00,18.11111111,0.4,1.00,45.00
17-506218,In-House without XML,Refinance,500000.00,2.00,64.00,13.26086957,0.376811594,0.00,69.00
17-502540,In-House without XML,Refinance,45000.00,1.00,34.00,26.15789474,0.631578947,0.00,19.00
17-503651,In-House without XML,Refinance,65000.00,1.00,35.00,16.52631579,0.368421053,0.00,38.00
