sFileNumber,vCoverageType,vProduct,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-202584,3863,Title and Escrow,142000.00,80000.00,62000.00,1.00,56.00,848.00,20.00,24.00,1.00,45.00
17-505136,3860,Title Only,57000.00,52000.00,5000.00,1.00,70.00,957.00,22.00,38.00,0.00,145.00
17-505137,3863,Title Only,100000.00,85000.00,15000.00,1.00,50.00,779.00,18.00,12.00,0.00,33.00
17-505138,3860,Reverse Mortgage - Title & Full Escrow,495000.00,190500.00,304500.00,2.00,83.00,1360.00,23.00,25.00,0.00,67.00
17-505139,3860,TSG - Trustee Sale Guarantee,225000.00,0.00,225000.00,0.00,29.00,484.00,0.00,3.00,1.00,45.00
17-505140,3863,TSG - Trustee Sale Guarantee,225000.00,0.00,225000.00,0.00,15.00,231.00,0.00,1.00,1.00,45.00
17-505141,3863,Title & Full Escrow,314500.00,329400.00,-14900.00,2.00,86.00,1667.00,22.00,32.00,0.00,81.00
2301-202586,3860,Title and Escrow,90128.00,26997.85,63130.15,2.00,66.00,1445.00,23.00,41.00,0.00,12.00
17-505142,3863,Title Only,209600.00,224161.00,-14561.00,1.00,34.00,527.00,18.00,15.00,0.00,38.00
2301-202587,3860,Title and Escrow,263438.00,0.00,263438.00,0.00,65.00,1432.00,17.00,46.00,0.00,17.00
2301-202588,3863,Title and Escrow,250000.00,174000.00,76000.00,2.00,44.00,556.00,20.00,13.00,1.00,45.00
2301-202589,3863,Title and Escrow,117165.00,0.00,117165.00,0.00,62.00,1100.00,16.00,40.00,0.00,45.00
2301-202590,3863,Title and Escrow,82002.00,0.00,82002.00,0.00,70.00,1379.00,25.00,43.00,0.00,19.00
17-505143,3863,Title Only,250000.00,150000.00,100000.00,1.00,41.00,941.00,18.00,18.00,0.00,31.00
17-505144,3863,Title & Full Escrow,250000.00,400000.00,-150000.00,2.00,57.00,915.00,24.00,17.00,0.00,56.00
17-505145,3863,LCP - Title Only,55000.00,473200.00,-418200.00,1.00,36.00,637.00,4.00,13.00,0.00,21.00
17-505146,3863,Title Only,80000.00,224000.00,-144000.00,1.00,40.00,755.00,17.00,18.00,0.00,31.00
17-505148,3860,Title Only,115893.00,103377.00,12516.00,1.00,77.00,1195.00,22.00,39.00,0.00,50.00
17-505149,3863,Title Only,93941.00,133561.70,-39620.70,1.00,52.00,844.00,30.00,23.00,0.00,67.00
17-505151,3863,TSG - Trustee Sale Guarantee,500000.00,625731.70,-125731.70,7.00,16.00,567.00,21.00,5.00,0.00,28.00
2301-202591,3863,Title and Escrow,125000.00,0.00,125000.00,0.00,48.00,452.00,19.00,6.00,1.00,45.00
2301-202593,3860,Title and Escrow,1046520.00,803223.79,243296.21,3.00,50.00,610.00,24.00,23.00,1.00,45.00
17-505154,3863,Property Report / O&E - Title Only,75000.00,262500.00,-187500.00,1.00,30.00,446.00,6.00,7.00,0.00,23.00
17-505155,3863,Title Only,474997.00,430000.00,44997.00,2.00,53.00,932.00,20.00,28.00,0.00,80.00
17-505156,3863,LCP - Title Only,100.00,212517.36,-212417.36,15.00,30.00,576.00,23.00,5.00,0.00,148.00
17-505157,3863,LCP - Title Only,100.00,8079.17,-7979.17,5.00,30.00,508.00,12.00,3.00,0.00,148.00
17-505158,3860,Title & Sub-Escrow,316665.00,292000.00,24665.00,2.00,81.00,1241.00,23.00,40.00,0.00,51.00
17-505159,3863,Title & Full Escrow,228500.00,0.00,228500.00,0.00,52.00,598.00,1.00,6.00,1.00,45.00
17-505160,3860,Title & Sub-Escrow,168136.00,184020.00,-15884.00,1.00,55.00,976.00,22.00,30.00,0.00,53.00
17-505161,3863,Title & Full Escrow,125000.00,0.00,125000.00,0.00,57.00,302.00,1.00,6.00,1.00,45.00
17-505163,3863,Title & Sub-Escrow,474921.00,339000.00,135921.00,1.00,66.00,1236.00,23.00,31.00,0.00,38.00
17-505164,3863,Property Report / O&E - Title Only,255000.00,0.00,255000.00,0.00,41.00,607.00,1.00,7.00,1.00,45.00
2301-202595,3860,Title and Escrow,105165.00,82450.00,22715.00,1.00,74.00,1150.00,21.00,34.00,0.00,78.00
17-505165,3860,Title Only & Sub Escrow,102500.00,108000.00,-5500.00,1.00,67.00,1054.00,21.00,24.00,0.00,36.00
17-505166,3860,Property Report / O&E - Title Only,110000.00,254250.00,-144250.00,1.00,40.00,557.00,4.00,11.00,0.00,50.00
17-505167,3860,Property Report / O&E - Title Only,175000.00,225000.00,-50000.00,1.00,41.00,547.00,4.00,13.00,0.00,36.00
17-505168,3863,Property Report / O&E - Title Only,143000.00,154000.00,-11000.00,1.00,21.00,344.00,10.00,6.00,0.00,123.00
2301-202596,29189,Title and Escrow,38190.00,0.00,38190.00,0.00,66.00,1526.00,2.00,65.00,0.00,25.00
17-505169,3863,Property Report / O&E - Title Only,398000.00,417000.00,-19000.00,1.00,21.00,280.00,10.00,3.00,0.00,123.00
17-505170,3863,Title Only,186400.00,200000.00,-13600.00,1.00,37.00,698.00,20.00,14.00,0.00,38.00
17-505171,3863,Property Report / O&E - Title Only,40000.00,400000.00,-360000.00,1.00,37.00,558.00,6.00,9.00,0.00,38.00
17-505172,3863,LCP - Title Only,66000.00,279000.00,-213000.00,1.00,36.00,586.00,4.00,7.00,0.00,28.00
2301-202597,3860,Title and Escrow,147000.00,48000.00,99000.00,2.00,47.00,511.00,22.00,16.00,1.00,45.00
17-505173,3860,Property Report / O&E - Title Only,84900.00,285650.00,-200750.00,1.00,46.00,603.00,5.00,12.00,0.00,36.00
17-505174,3863,Property Report / O&E - Title Only,60000.00,362715.00,-302715.00,1.00,32.00,478.00,6.00,9.00,0.00,18.00
17-505175,3860,Property Report / O&E - Title Only,20000.00,948264.00,-928264.00,2.00,39.00,545.00,5.00,11.00,0.00,36.00
17-505176,3863,Property Report / O&E - Title Only,25000.00,0.00,25000.00,0.00,31.00,480.00,6.00,10.00,0.00,30.00
17-505177,3860,Property Report / O&E & Full Escrow,97400.00,485000.00,-387600.00,2.00,67.00,765.00,4.00,19.00,0.00,24.00
17-505178,3860,Property Report / O&E - Title Only,88300.00,643500.00,-555200.00,2.00,40.00,632.00,5.00,10.00,0.00,56.00
17-505179,3863,Title & Full Escrow,240000.00,100000.00,140000.00,1.00,45.00,420.00,18.00,7.00,1.00,45.00
17-505180,3863,LCP & Sub-Escrow,100000.00,0.00,100000.00,0.00,39.00,641.00,4.00,18.00,1.00,45.00
17-505181,3863,Title Only,392000.00,381502.00,10498.00,2.00,52.00,863.00,20.00,26.00,0.00,46.00
17-505182,3863,LCP - Title Only,50000.00,154000.00,-104000.00,1.00,34.00,598.00,4.00,9.00,0.00,16.00
17-505183,3863,Title Only,50000.00,0.00,50000.00,0.00,35.00,620.00,18.00,14.00,0.00,18.00
2301-202598,3860,Title and Escrow,226180.00,242000.00,-15820.00,2.00,83.00,1596.00,22.00,54.00,0.00,79.00
17-505184,3863,Property Report / O&E - Title Only,0.00,416000.00,-416000.00,1.00,30.00,447.00,7.00,9.00,0.00,17.00
2301-202599,3860,Title and Escrow,34535.00,50000.00,-15465.00,1.00,72.00,1515.00,18.00,39.00,0.00,50.00
17-505185,3860,Title Only,345000.00,283500.00,61500.00,1.00,44.00,771.00,22.00,22.00,0.00,57.00
17-505186,3860,Title & Full Escrow,102000.00,121600.00,-19600.00,1.00,81.00,1396.00,23.00,32.00,0.00,37.00
17-505187,3863,LCP - Title Only,120000.00,215000.00,-95000.00,1.00,39.00,635.00,4.00,10.00,0.00,43.00
17-505188,3863,Title Only,125000.00,0.00,125000.00,0.00,41.00,886.00,18.00,26.00,0.00,32.00
17-505189,3860,Title Only & Sub Escrow,68267.00,67500.00,767.00,1.00,67.00,1072.00,21.00,28.00,0.00,112.00
17-505190,3863,Title & Sub-Escrow,159750.00,112818.00,46932.00,1.00,69.00,1187.00,18.00,20.00,0.00,80.00
17-505191,3863,LCP - Title Only,28500.00,0.00,28500.00,0.00,38.00,645.00,4.00,19.00,0.00,30.00
17-505192,3863,Title & Full Escrow,155000.00,164500.00,-9500.00,1.00,53.00,779.00,18.00,12.00,0.00,22.00
2301-202600,3863,Title and Escrow,93000.00,72627.21,20372.79,2.00,53.00,593.00,7.00,6.00,1.00,45.00
17-505193,3863,LCP - Title Only,30000.00,271000.00,-241000.00,1.00,34.00,565.00,4.00,11.00,0.00,45.00
17-505194,3863,LCP - Title Only,75000.00,237962.00,-162962.00,1.00,26.00,352.00,4.00,6.00,1.00,45.00
2301-202601,3863,Title and Escrow,83000.00,0.00,83000.00,0.00,56.00,727.00,21.00,11.00,1.00,45.00
2301-202602,3863,Title and Escrow,220000.00,195000.00,25000.00,2.00,98.00,1608.00,31.00,59.00,0.00,39.00
17-505196,3863,Title Only,120000.00,710500.00,-590500.00,1.00,31.00,638.00,17.00,8.00,0.00,37.00
17-505198,3860,Title Only,73600.00,81579.41,-7979.41,1.00,55.00,982.00,25.00,39.00,0.00,66.00
17-505199,3860,Title Only,181600.00,400000.00,-218400.00,2.00,33.00,578.00,26.00,12.00,1.00,45.00
17-505200,3863,Title & Sub-Escrow,330839.00,331203.00,-364.00,1.00,44.00,1010.00,19.00,22.00,0.00,28.00
2301-202604,3860,Title and Escrow,42192.00,60000.00,-17808.00,1.00,73.00,1310.00,21.00,39.00,0.00,35.00
17-505201,3863,LCP - Title Only,26000.00,361000.00,-335000.00,1.00,44.00,692.00,4.00,10.00,0.00,17.00
17-505202,3863,Title Only,342956.00,341687.00,1269.00,2.00,23.00,415.00,20.00,4.00,1.00,45.00
17-505203,3860,Title Only,375000.00,362373.00,12627.00,1.00,25.00,378.00,19.00,6.00,1.00,45.00
17-505204,3863,Title & Sub-Escrow,170000.00,250000.00,-80000.00,1.00,112.00,1425.00,18.00,36.00,0.00,80.00
17-505205,3863,LCP - Title Only,25000.00,285000.00,-260000.00,1.00,29.00,523.00,4.00,9.00,0.00,16.00
17-505206,3863,Title Only,51000.00,0.00,51000.00,0.00,49.00,694.00,0.00,9.00,1.00,45.00
2301-202606,3863,Title and Escrow,625500.00,0.00,625500.00,0.00,52.00,620.00,15.00,10.00,1.00,45.00
17-505207,3863,Title Only,35000.00,0.00,35000.00,0.00,33.00,442.00,0.00,8.00,1.00,45.00
17-505208,3863,Title Only,125000.00,0.00,125000.00,0.00,81.00,830.00,0.00,11.00,1.00,45.00
17-505209,3863,Title Only,475180.00,446000.00,29180.00,2.00,32.00,479.00,23.00,6.00,1.00,45.00
17-505210,3860,Title Only,117216.00,118473.00,-1257.00,1.00,59.00,855.00,22.00,25.00,0.00,64.00
17-505211,3863,Title Only,99280.00,99957.00,-677.00,1.00,53.00,842.00,31.00,29.00,0.00,51.00
2301-202608,3860,Title and Escrow,285948.00,180135.00,105813.00,2.00,71.00,1336.00,24.00,41.00,0.00,32.00
17-505212,3860,Title & Sub-Escrow,53707.00,53708.00,-1.00,1.00,62.00,933.00,22.00,26.00,0.00,80.00
17-505213,3863,LCP - Title Only,40000.00,271515.00,-231515.00,1.00,30.00,517.00,4.00,11.00,0.00,25.00
17-505217,3863,Title Only,109406.00,142465.62,-33059.62,3.00,59.00,895.00,37.00,23.00,0.00,67.00
2301-202609,3860,Title and Escrow,50760.27,0.00,50760.27,0.00,63.00,1238.00,18.00,33.00,0.00,15.00
17-505218,3863,LCP - Title Only,80000.00,153000.00,-73000.00,2.00,27.00,400.00,6.00,5.00,1.00,45.00
17-505219,3863,Title Only,162054.00,246917.95,-84863.95,1.00,82.00,1154.00,32.00,31.00,0.00,77.00
2301-202610,3860,Title and Escrow,55224.00,117412.14,-62188.14,3.00,99.00,1655.00,22.00,68.00,0.00,73.00
2301-202611,3860,Title and Escrow,136250.00,0.00,136250.00,0.00,84.00,1518.00,20.00,54.00,0.00,56.00
2301-202612,3860,Title Only,22892.00,0.00,22892.00,0.00,126.00,1614.00,20.00,50.00,0.00,84.00
17-505220,3863,Title Only,49400.00,0.00,49400.00,0.00,25.00,265.00,0.00,7.00,1.00,45.00
2301-202615,3863,Title and Escrow,114624.00,100155.89,14468.11,2.00,58.00,1086.00,19.00,31.00,0.00,32.00
17-505221,3863,LCP - Title Only,35000.00,117235.00,-82235.00,1.00,30.00,568.00,4.00,12.00,0.00,30.00
17-505223,3863,Title & Full Escrow,142000.00,230000.00,-88000.00,2.00,62.00,961.00,22.00,20.00,0.00,56.00
17-505225,3863,Title & Full Escrow,132000.00,150000.00,-18000.00,1.00,70.00,1040.00,22.00,25.00,0.00,57.00
17-505226,3863,Title & Full Escrow,246400.00,266000.00,-19600.00,2.00,58.00,843.00,19.00,16.00,0.00,44.00
17-505229,3863,Title & Full Escrow,254000.00,245471.00,8529.00,1.00,54.00,866.00,17.00,11.00,0.00,25.00
17-505230,3863,Title & Full Escrow,173000.00,126750.00,46250.00,1.00,70.00,1173.00,30.00,19.00,0.00,53.00
2301-202618,3863,Title and Escrow,388435.50,0.00,388435.50,0.00,78.00,1589.00,16.00,70.00,0.00,44.00
17-505231,3863,Title Only,169000.00,485000.00,-316000.00,1.00,41.00,701.00,21.00,14.00,0.00,32.00
17-505232,3863,LCP - Title Only,100000.00,400000.00,-300000.00,1.00,31.00,595.00,5.00,11.00,0.00,25.00
17-505233,3863,Title & Full Escrow,101250.00,108000.00,-6750.00,1.00,79.00,1033.00,30.00,19.00,0.00,52.00
2301-202620,3863,Title and Escrow,117000.00,164500.00,-47500.00,1.00,53.00,536.00,28.00,19.00,1.00,45.00
2301-202621,3863,Title and Escrow,51646.00,0.00,51646.00,0.00,70.00,1017.00,26.00,32.00,0.00,24.00
2301-202622,3863,Title and Escrow,300000.00,265000.00,35000.00,1.00,45.00,453.00,17.00,10.00,1.00,45.00
17-505236,3863,LCP - Title Only,90739.00,360000.00,-269261.00,1.00,35.00,662.00,4.00,17.00,0.00,49.00
2301-202624,3863,Title and Escrow,103525.00,0.00,103525.00,0.00,91.00,1554.00,16.00,54.00,0.00,22.00
17-505238,3863,Title & Sub-Escrow,390000.00,423162.00,-33162.00,2.00,76.00,1203.00,37.00,32.00,0.00,52.00
2301-202626,3863,Title and Escrow,72500.00,0.00,72500.00,0.00,72.00,1139.00,15.00,44.00,0.00,44.00
17-505239,3863,LCP - Title Only,60000.00,175000.00,-115000.00,1.00,36.00,583.00,4.00,10.00,0.00,15.00
17-505240,3863,LCP - Title Only,60000.00,293000.00,-233000.00,1.00,34.00,648.00,4.00,9.00,0.00,29.00
17-505241,3863,Title Only,390000.00,351200.00,38800.00,1.00,45.00,791.00,18.00,26.00,0.00,29.00
17-505242,3860,Title & Sub-Escrow,247965.00,247267.00,698.00,1.00,53.00,712.00,22.00,19.00,1.00,45.00
17-505243,3860,Title Only,85000.00,76800.00,8200.00,1.00,34.00,442.00,24.00,11.00,1.00,45.00
2301-202629,3860,Title and Escrow,42435.00,25000.00,17435.00,1.00,90.00,1795.00,23.00,52.00,0.00,30.00
2301-202630,3863,Title and Escrow,243257.00,0.00,243257.00,0.00,74.00,1251.00,16.00,39.00,0.00,29.00
17-505246,3863,Property Report / O&E - Title Only,100000.00,375000.00,-275000.00,1.00,20.00,311.00,11.00,4.00,0.00,122.00
17-505247,3860,Title & Sub-Escrow,417000.00,520305.19,-103305.19,2.00,29.00,464.00,24.00,6.00,1.00,45.00
17-505248,3863,Property Report / O&E - Title Only,100000.00,256400.00,-156400.00,1.00,20.00,286.00,6.00,3.00,0.00,122.00
17-505249,3860,Title & Sub-Escrow,46300.00,85200.00,-38900.00,1.00,92.00,1385.00,24.00,47.00,0.00,34.00
2301-202632,3863,Title and Escrow,129948.00,111823.00,18125.00,1.00,76.00,1283.00,18.00,45.00,0.00,22.00
2301-202633,3863,Title and Escrow,339730.00,402500.00,-62770.00,2.00,69.00,1468.00,19.00,64.00,0.00,34.00
17-505251,3860,Title Only,114379.00,140180.04,-25801.04,1.00,56.00,889.00,22.00,35.00,0.00,98.00
17-505253,3863,Title Only,250000.00,980000.00,-730000.00,1.00,37.00,668.00,18.00,17.00,0.00,17.00
17-505254,3860,Property Report / O&E - Title Only,36200.00,65600.00,-29400.00,1.00,37.00,573.00,4.00,12.00,0.00,44.00
17-505255,3860,Property Report / O&E - Title Only,50000.00,260800.00,-210800.00,1.00,37.00,538.00,4.00,10.00,0.00,43.00
17-505256,3863,Property Report / O&E & Full Escrow,69000.00,350450.00,-281450.00,1.00,62.00,880.00,6.00,27.00,0.00,42.00
17-505257,3860,Property Report / O&E - Title Only,42900.00,206000.00,-163100.00,1.00,24.00,304.00,4.00,6.00,0.00,104.00
17-505258,3863,Title & Full Escrow,146000.00,337600.00,-191600.00,3.00,56.00,962.00,21.00,14.00,0.00,38.00
17-505259,3863,Title Only,100000.00,0.00,100000.00,0.00,52.00,909.00,18.00,26.00,0.00,27.00
17-505260,3860,Property Report / O&E & Full Escrow,430000.00,701250.00,-271250.00,1.00,71.00,883.00,3.00,23.00,0.00,45.00
2301-202635,3860,Title and Escrow,89550.00,0.00,89550.00,0.00,87.00,1252.00,20.00,46.00,0.00,22.00
17-505262,3860,Property Report / O&E - Title Only,33450.00,303151.65,-269701.65,1.00,24.00,289.00,3.00,4.00,0.00,104.00
17-505263,3863,Title Only,150000.00,0.00,150000.00,0.00,23.00,361.00,18.00,4.00,1.00,45.00
17-505266,3863,Title & Full Escrow,147000.00,0.00,147000.00,0.00,45.00,290.00,1.00,6.00,1.00,45.00
17-505267,3863,Property Report / O&E - Title Only,400000.00,625500.00,-225500.00,1.00,32.00,573.00,6.00,8.00,0.00,34.00
17-505268,3863,Property Report / O&E - Title Only,250000.00,194000.00,56000.00,1.00,32.00,541.00,6.00,9.00,0.00,48.00
17-505269,3863,LCP - Title Only,14800.00,120000.00,-105200.00,1.00,35.00,616.00,4.00,11.00,0.00,23.00
17-505270,3860,Property Report / O&E - Title Only,80000.00,189000.00,-109000.00,1.00,36.00,560.00,3.00,11.00,0.00,56.00
2301-202637,3860,Title and Escrow,68875.00,40000.00,28875.00,1.00,80.00,1671.00,21.00,52.00,0.00,49.00
17-505271,3860,Property Report / O&E - Title Only,50000.00,454900.00,-404900.00,1.00,24.00,291.00,4.00,4.00,0.00,104.00
2301-202638,3860,Title and Escrow,50000.00,71048.23,-21048.23,4.00,59.00,953.00,25.00,16.00,1.00,45.00
17-505272,3863,Title Only,250000.00,300000.00,-50000.00,1.00,44.00,812.00,19.00,20.00,0.00,70.00
17-505273,3860,Title Only,150000.00,51500.00,98500.00,1.00,28.00,614.00,19.00,12.00,0.00,24.00
17-505274,3860,Property Report / O&E - Title Only,20000.00,235000.00,-215000.00,1.00,38.00,546.00,4.00,11.00,0.00,36.00
17-505276,3860,Property Report / O&E - Title Only,27400.00,0.00,27400.00,0.00,24.00,292.00,3.00,3.00,0.00,122.00
2301-202639,3860,Title and Escrow,61374.00,0.00,61374.00,0.00,93.00,1589.00,21.00,48.00,0.00,27.00
17-505277,3860,Property Report / O&E - Title Only,11000.00,175000.00,-164000.00,1.00,35.00,560.00,3.00,12.00,0.00,38.00
17-505279,3860,Property Report / O&E - Title Only,150000.00,967000.00,-817000.00,2.00,37.00,570.00,4.00,11.00,0.00,35.00
17-505280,3863,Property Report / O&E - Title Only,191600.00,622000.00,-430400.00,2.00,32.00,579.00,9.00,12.00,0.00,29.00
17-505281,3860,Property Report / O&E - Title Only,25000.00,171000.00,-146000.00,2.00,35.00,567.00,5.00,16.00,0.00,38.00
17-505282,3863,Property Report / O&E - Title Only,250000.00,195000.00,55000.00,2.00,36.00,538.00,8.00,11.00,0.00,22.00
17-505283,3860,Property Report / O&E - Title Only,56000.00,180000.00,-124000.00,1.00,24.00,333.00,3.00,4.00,0.00,104.00
17-505284,3860,Property Report / O&E - Title Only,20000.00,165550.00,-145550.00,1.00,43.00,603.00,3.00,11.00,0.00,57.00
2301-202641,3863,Title and Escrow,58740.00,0.00,58740.00,0.00,72.00,1199.00,16.00,39.00,0.00,22.00
2301-202642,3863,Title and Escrow,297330.00,580000.00,-282670.00,2.00,100.00,1692.00,32.00,53.00,0.00,143.00
17-505286,3863,LCP & Sub-Escrow,100000.00,0.00,100000.00,0.00,38.00,625.00,5.00,15.00,0.00,16.00
17-505287,3863,LCP - Title Only,100.00,193.42,-93.42,1.00,30.00,509.00,7.00,3.00,0.00,147.00
2301-202643,3863,Title and Escrow,120000.00,0.00,120000.00,0.00,91.00,1411.00,26.00,51.00,0.00,23.00
17-505289,3860,Title Only,72885.00,76643.00,-3758.00,1.00,43.00,778.00,21.00,20.00,0.00,49.00
17-505290,3863,Title & Full Escrow,50000.00,208000.00,-158000.00,1.00,57.00,970.00,19.00,14.00,0.00,63.00
17-505292,3863,Title Only,201000.00,237000.00,-36000.00,1.00,43.00,699.00,19.00,19.00,0.00,69.00
2301-202646,3863,Title and Escrow,341523.00,0.00,341523.00,0.00,84.00,1140.00,16.00,40.00,0.00,29.00
17-505293,3863,Property Report / O&E - Title Only,11100.00,149408.00,-138308.00,1.00,26.00,433.00,6.00,7.00,0.00,13.00
2301-202647,3860,Title and Escrow,135360.00,254000.00,-118640.00,1.00,93.00,1767.00,27.00,62.00,0.00,73.00
2301-202648,3860,Title Only,40079.40,50000.00,-9920.60,1.00,99.00,1536.00,22.00,42.00,0.00,78.00
17-505294,3863,LCP - Title Only,65000.00,344250.00,-279250.00,1.00,34.00,609.00,4.00,9.00,0.00,30.00
17-505295,3863,Title & Sub-Escrow,226300.00,250000.00,-23700.00,1.00,39.00,543.00,18.00,17.00,1.00,45.00
2301-202649,3863,Title and Escrow,298644.00,160000.00,138644.00,1.00,72.00,1310.00,17.00,49.00,0.00,48.00
17-505298,3863,Title Only,97344.00,171382.78,-74038.78,2.00,65.00,974.00,34.00,25.00,0.00,83.00
2301-202651,3860,Title and Escrow,116415.00,0.00,116415.00,0.00,81.00,1356.00,10.00,52.00,0.00,55.00
17-505299,3863,LCP - Title Only,20000.00,0.00,20000.00,0.00,20.00,222.00,0.00,3.00,1.00,45.00
17-505301,3863,LCP - Title Only,100.00,326843.57,-326743.57,6.00,30.00,501.00,16.00,3.00,0.00,147.00
2301-202654,3863,Title and Escrow,364695.00,117233.74,247461.26,1.00,66.00,1060.00,19.00,28.00,0.00,22.00
17-505302,3863,LCP & Sub-Escrow,50000.00,140000.00,-90000.00,2.00,49.00,715.00,5.00,15.00,0.00,64.00
17-505303,3863,Title & Full Escrow,133000.00,139491.00,-6491.00,1.00,68.00,1295.00,18.00,39.00,0.00,58.00
2301-202655,3863,Title and Escrow,230000.00,1965.01,228034.99,3.00,62.00,901.00,20.00,39.00,1.00,45.00
17-505304,3863,Title Only,85000.00,0.00,85000.00,0.00,24.00,378.00,1.00,17.00,1.00,45.00
17-505305,3863,LCP - Title Only,50000.00,150000.00,-100000.00,1.00,39.00,610.00,4.00,9.00,0.00,23.00
17-505306,3863,Title & Full Escrow,350000.00,332500.00,17500.00,1.00,49.00,431.00,21.00,6.00,1.00,45.00
17-505307,3863,LCP - Title Only,220000.00,376507.00,-156507.00,2.00,29.00,533.00,6.00,16.00,0.00,29.00
2301-202656,3860,Title and Escrow,79000.00,34000.00,45000.00,1.00,52.00,550.00,20.00,12.00,1.00,45.00
17-505308,3863,Title & Sub-Escrow,208000.00,218800.00,-10800.00,1.00,51.00,767.00,20.00,22.00,0.00,38.00
17-505309,3863,Title & Sub-Escrow,175000.00,0.00,175000.00,0.00,62.00,892.00,21.00,26.00,0.00,55.00
17-505310,3863,LCP - Title Only,250000.00,500000.00,-250000.00,2.00,33.00,577.00,6.00,16.00,0.00,50.00
17-505314,3863,Title & Full Escrow,77600.00,60000.00,17600.00,1.00,58.00,936.00,20.00,15.00,0.00,52.00
17-505316,3863,Title & Full Escrow,140114.00,150499.00,-10385.00,1.00,56.00,865.00,17.00,15.00,0.00,24.00
17-505318,3863,LCP - Title Only,13100.00,0.00,13100.00,0.00,37.00,604.00,4.00,14.00,0.00,42.00
17-505319,3860,Title Only,185000.00,185086.44,-86.44,3.00,25.00,382.00,21.00,8.00,1.00,45.00
17-505320,3863,Title Only,286000.00,328000.00,-42000.00,1.00,106.00,1476.00,22.00,56.00,0.00,91.00
17-505321,3863,Property Report / O&E - Title Only,64000.00,710000.00,-646000.00,1.00,20.00,277.00,6.00,3.00,0.00,122.00
17-505322,3863,LCP - Title Only,100.00,0.00,100.00,0.00,30.00,474.00,5.00,3.00,0.00,147.00
17-505323,3860,Property Report / O&E - Title Only,100000.00,149000.00,-49000.00,1.00,30.00,466.00,9.00,10.00,0.00,14.00
17-505324,3863,Title Only,240000.00,352000.00,-112000.00,2.00,45.00,833.00,19.00,25.00,0.00,38.00
2301-202658,3863,Title and Escrow,580000.00,240000.00,340000.00,2.00,79.00,1388.00,18.00,50.00,0.00,49.00
17-505326,3863,LCP - Title Only,50000.00,221050.00,-171050.00,1.00,34.00,599.00,4.00,8.00,0.00,36.00
17-505327,3863,LCP - Title Only,75000.00,287000.00,-212000.00,2.00,24.00,346.00,6.00,4.00,1.00,45.00
2301-202662,3863,Title and Escrow,125580.00,89000.00,36580.00,1.00,77.00,1254.00,28.00,32.00,0.00,23.00
17-505328,3863,LCP & Sub-Escrow,20000.00,235871.48,-215871.48,2.00,49.00,835.00,5.00,20.00,0.00,48.00
